"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1642","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","전세","59.4000","202512","30","90,290","0","3","2005","선릉로69길 19","202602~202802","갱신","사용","85,995","0","아파트"
"1643","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","전세","84.8700","202512","30","140,000","0","3","2011","도곡로 306","202512~202712","갱신","-","120,000","0","아파트"
"1644","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","월세","40.5530","202512","30","4,000","245","18","2008","삼성로111길 8","202601~202801","신규","-","","","아파트"
"1645","서울특별시 강남구 역삼동","727-9","0727","0009","요진와이시티미니","월세","12.1000","202512","30","1,000","68","5","2012","역삼로25길 21","202601~202612","갱신","사용","1,000","68","아파트"
"1646","서울특별시 강남구 역삼동","754-1","0754","0001","역삼푸르지오","전세","84.9097","202512","30","135,000","0","12","2006","언주로 332","202603~202802","신규","-","","","아파트"
"1647","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","월세","59.4000","202512","30","20,000","270","4","2005","선릉로69길 19","202602~202702","갱신","-","20,000","250","아파트"
"1648","서울특별시 강남구 삼성동","8-2","0008","0002","삼성동브라운스톤레전드","전세","219.9500","202512","30","250,000","0","6","2009","선릉로 660","202602~202902","신규","-","","","아파트"
"1649","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","전세","84.2360","202512","30","120,000","0","17","2008","삼성로111길 8","202512~202712","신규","-","","","아파트"
"1650","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","월세","84.3490","202512","30","100,000","40","5","2008","삼성로111길 8","202602~202802","신규","-","","","아파트"
"1651","서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","월세","41.6400","202512","30","2,000","130","3","2003","선릉로100길 42","202601~202801","신규","-","","","아파트"
"1652","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","월세","49.4013","202512","30","19,984","29","4","2019","삼성로 11","202601~202712","갱신","-","14,376","51","아파트"
"1653","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","월세","49.4013","202512","30","19,984","29","5","2019","삼성로 11","202601~202712","갱신","-","14,376","51","아파트"
"1654","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","월세","49.4013","202512","30","19,984","29","4","2019","삼성로 11","202601~202712","갱신","-","14,376","51","아파트"
"1655","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","59.9751","202512","30","20,000","430","7","2023","삼성로 14","202602~202802","신규","-","","","아파트"
"1656","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","51.1200","202512","30","42,000","0","11","1992","개포로109길 21","-","-","-","","","아파트"
"1657","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","월세","84.2360","202512","29","90,000","80","2","2008","삼성로111길 8","202602~202802","신규","-","","","아파트"
"1658","서울특별시 강남구 역삼동","747-5","0747","0005","브라운스톤역삼","월세","59.9600","202512","29","5,000","220","9","2004","역삼로 171","202602~202802","신규","-","","","아파트"
"1659","서울특별시 강남구 역삼동","735-15","0735","0015","이스턴오피스텔","월세","14.9200","202512","29","1,000","85","13","2014","테헤란로14길 13","202512~202612","신규","-","","","아파트"
"1660","서울특별시 강남구 역삼동","755-1","0755","0001","개나리푸르지오","월세","148.8017","202512","29","30,000","640","15","2006","역삼로 314","202601~202801","신규","-","","","아파트"
"1661","서울특별시 강남구 역삼동","735-15","0735","0015","이스턴오피스텔","월세","14.7800","202512","29","16,200","15","15","2014","테헤란로14길 13","202601~202801","신규","-","","","아파트"
"1662","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","84.9430","202512","29","20,000","520","4","2019","선릉로 8","202603~202802","신규","-","","","아파트"
"1663","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","전세","84.9400","202512","29","120,000","0","34","2019","선릉로 8","202602~202702","신규","-","","","아파트"
"1664","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","59.9751","202512","29","130,000","0","1","2023","삼성로 14","202602~202802","신규","-","","","아파트"
"1665","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","월세","49.4013","202512","29","20,228","28","4","2019","삼성로 11","202601~202712","갱신","-","14,376","51","아파트"
"1666","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","월세","51.1200","202512","29","22,000","109","6","1992","개포로109길 21","202602~202802","갱신","사용","22,000","100","아파트"
"1667","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","60.0000","202512","29","70,000","0","11","1992","개포로109길 21","202512~202712","갱신","-","49,500","0","아파트"
"1668","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","78.7747","202512","29","102,900","0","4","2023","삼성로 14","202602~202802","신규","-","","","아파트"
"1669","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","49.8600","202512","29","30,000","69","15","1992","개포로109길 9","202601~202801","갱신","사용","30,000","60","아파트"
"1670","서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","월세","59.9900","202512","29","23,040","90","8","2021","삼성로 651","202601~202803","신규","-","","","아파트"
"1671","서울특별시 강남구 역삼동","708-31","0708","0031","우정에쉐르멤버스","전세","36.1900","202512","29","35,000","0","7","2004","선릉로87길 14","202602~202802","신규","-","","","아파트"
"1672","서울특별시 강남구 역삼동","831-29","0831","0029","에레프","월세","15.9100","202512","29","1,000","80","11","2013","역삼로3길 17-4","202601~202701","신규","-","","","아파트"
"1673","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","월세","59.6060","202512","29","80,000","99","17","2005","선릉로69길 20","202602~202802","갱신","사용","80,000","80","아파트"
"1674","서울특별시 강남구 역삼동","735-15","0735","0015","이스턴오피스텔","월세","14.7800","202512","29","1,000","85","14","2014","테헤란로14길 13","202601~202701","신규","-","","","아파트"
"1675","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","전세","84.2360","202512","29","120,000","0","21","2008","삼성로111길 8","202512~202712","신규","-","","","아파트"
"1676","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","월세","84.2360","202512","29","5,000","440","4","2008","삼성로111길 8","202602~202802","신규","-","","","아파트"
"1677","서울특별시 강남구 청담동","35-47","0035","0047","한신오페라하우스","전세","84.8900","202512","29","94,500","0","4","2003","삼성로135길 47","202602~202802","갱신","사용","90,000","0","아파트"
"1678","서울특별시 강남구 역삼동","828-28","0828","0028","EGSoulLeader","월세","19.3700","202512","29","13,000","45","3","2012","테헤란로14길 34","202602~202802","신규","-","","","아파트"
"1679","서울특별시 강남구 역삼동","707-18","0707","0018","역삼우정에쉐르2","전세","43.1700","202512","29","52,000","0","6","2004","테헤란로48길 10","202601~202801","신규","-","","","아파트"
"1680","서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","월세","36.2900","202512","29","5,000","108","6","2004","학동로 165","202601~202801","갱신","-","5,000","106","아파트"
"1681","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","전세","136.6800","202512","29","155,000","0","13","1983","삼성로 151","202602~202802","갱신","-","143,000","0","아파트"
"1682","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","전세","59.8400","202512","29","73,000","0","16","1999","삼성로64길 12","202602~202802","갱신","사용","71,000","0","아파트"
"1683","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","전세","84.4800","202512","29","94,500","0","13","1983","삼성로 150","202602~202802","갱신","사용","90,000","0","아파트"
"1684","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","월세","149.7800","202512","29","90,000","600","9","2008","선릉로 222","202602~202802","갱신","-","90,000","520","아파트"
"1685","서울특별시 강남구 대치동","891-28","0891","0028","대치동우정에쉐르1","전세","59.7300","202512","29","56,390","0","8","2004","삼성로85길 38","202602~202802","갱신","사용","56,190","0","아파트"
"1686","서울특별시 강남구 대치동","316","0316","0000","은마","월세","84.4300","202512","29","50,000","160","13","1979","삼성로 212","202602~202802","신규","-","","","아파트"
"1687","서울특별시 강남구 대치동","503","0503","0000","개포우성1","전세","84.8100","202512","29","94,000","0","3","1983","선릉로 120","202602~202802","갱신","사용","90,000","0","아파트"
"1688","서울특별시 강남구 대치동","891-28","0891","0028","대치동우정에쉐르1","전세","59.9600","202512","29","45,460","0","8","2004","삼성로85길 38","202601~202801","갱신","사용","43,300","0","아파트"
"1689","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","월세","59.9600","202512","29","45,000","360","10","2008","선릉로 222","202602~202802","신규","-","","","아파트"
"1690","서울특별시 강남구 대치동","974","0974","0000","대치현대","월세","59.8200","202512","29","5,500","290","9","1999","삼성로64길 5","202602~202802","신규","-","","","아파트"
"1691","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","월세","84.9600","202512","29","60,000","95","10","1985","삼성로 150","202602~202802","갱신","사용","60,000","80","아파트"
"1692","서울특별시 강남구 대치동","891-26","0891","0026","대우아이빌멤버스(891-26)","월세","51.0260","202512","29","3,000","85","10","2003","삼성로85길 42","202601~202701","신규","-","","","아파트"
"1693","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","전세","160.7600","202512","29","170,000","0","13","1985","삼성로 151","202601~202712","갱신","사용","170,000","0","아파트"
"1694","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","전세","84.9400","202512","29","120,000","0","13","1999","삼성로64길 12","202602~202802","신규","-","","","아파트"
"1695","서울특별시 강남구 자곡동","602","0602","0000","강남자곡아이파크","월세","84.9200","202512","29","80,000","80","9","2014","자곡로 175","202602~202802","신규","-","","","아파트"
"1696","서울특별시 강남구 자곡동","621","0621","0000","강남에버시움","월세","36.6200","202512","29","2,310","29","3","2013","자곡로3길 22","-","-","-","","","아파트"
"1697","서울특별시 강남구 도곡동","961","0961","0000","현대아파트1동~3동","월세","84.9600","202512","29","40,000","160","5","1994","도곡로18길 35","202602~202802","신규","-","","","아파트"
"1698","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","월세","84.9984","202512","29","80,000","300","9","2006","선릉로 221","202602~202802","갱신","-","80,000","160","아파트"
"1699","서울특별시 강남구 도곡동","973","0973","0000","도곡월드메르디앙아파트","월세","62.6000","202512","29","60,000","200","8","2023","도곡로18길 59","202602~202802","신규","-","","","아파트"
"1700","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","84.9984","202512","29","135,000","0","2","2006","선릉로 221","202512~202712","갱신","-","125,000","0","아파트"
"1701","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","월세","78.0500","202512","29","60,000","40","7","1977","압구정로 321","202602~202802","신규","-","","","아파트"
"1702","서울특별시 강남구 압구정동","434","0434","0000","신현대12차","전세","182.9500","202512","29","241,500","0","8","1982","압구정로 151","202602~203002","신규","-","","","아파트"
"1703","서울특별시 강남구 압구정동","447","0447","0000","현대14차(203,204,205,206동)","월세","84.9800","202512","29","70,000","110","6","1987","압구정로29길 57","202601~202801","신규","-","","","아파트"
"1704","서울특별시 강남구 압구정동","434","0434","0000","신현대12차","전세","182.9500","202512","29","241,500","0","8","1982","압구정로 151","202602~203002","신규","-","","","아파트"
"1705","서울특별시 강남구 압구정동","513","0513","0000","한양5","전세","115.2400","202512","29","110,000","0","2","1979","압구정로 401","202602~202802","신규","-","","","아파트"
"1706","서울특별시 강남구 압구정동","369-1","0369","0001","현대2차(10,11,20,23,24,25동)","월세","198.4100","202512","29","10,000","780","11","1976","압구정로29길 71","202602~202802","갱신","사용","10,000","750","아파트"
"1707","서울특별시 강남구 압구정동","443","0443","0000","현대3차(61~64동)","전세","82.5000","202512","29","66,150","0","12","1976","압구정로39길 58","202601~202801","갱신","사용","63,000","0","아파트"
"1708","서울특별시 강남구 율현동","365","0365","0000","강남한신휴플러스6단지","전세","84.8300","202512","29","65,000","0","1","2015","밤고개로26길 50","202601~202801","갱신","사용","63,000","0","아파트"
"1709","서울특별시 강남구 율현동","513","0513","0000","강남한신휴플러스8단지","전세","59.9700","202512","29","30,746","0","4","2015","밤고개로27길 20","202601~202712","갱신","-","29,282","0","아파트"
"1710","서울특별시 강남구 율현동","365","0365","0000","강남한신휴플러스6단지","전세","59.7300","202512","29","30,746","0","8","2015","밤고개로26길 50","202601~202712","갱신","-","29,282","0","아파트"
"1711","서울특별시 강남구 율현동","365","0365","0000","강남한신휴플러스6단지","전세","59.7300","202512","29","30,746","0","1","2015","밤고개로26길 50","202601~202712","갱신","-","27,888","0","아파트"
"1712","서울특별시 강남구 일원동","688","0688","0000","상록스타힐스","월세","46.8550","202512","29","44,575","33","5","2022","영동대로 16","202601~202801","신규","-","","","아파트"
"1713","서울특별시 강남구 일원동","688","0688","0000","상록스타힐스","월세","59.5920","202512","29","38,812","28","3","2022","영동대로 16","202601~202801","신규","-","","","아파트"
"1714","서울특별시 강남구 일원동","688","0688","0000","상록스타힐스","월세","59.5920","202512","29","24,257","71","11","2022","영동대로 16","202601~202801","신규","-","","","아파트"
"1715","서울특별시 강남구 일원동","711","0711","0000","수서","전세","39.9800","202512","29","44,600","0","12","1992","양재대로55길 12","202602~202802","갱신","-","34,600","0","아파트"
"1716","서울특별시 강남구 일원동","711","0711","0000","수서","월세","39.9800","202512","29","10,000","145","11","1992","양재대로55길 12","202602~202802","신규","-","","","아파트"
"1717","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","83.6900","202512","29","75,000","0","13","1987","개포로110길 15","202602~202802","신규","-","","","아파트"
"1718","서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","월세","103.9500","202512","29","120,000","316","18","2021","영동대로 22","202602~202802","갱신","사용","120,000","280","아파트"
"1719","서울특별시 강남구 수서동","746","0746","0000","까치마을","월세","39.6000","202512","29","2,000","126","5","1993","광평로19길 10","202602~202802","갱신","사용","2,000","120","아파트"
"1720","서울특별시 강남구 수서동","736","0736","0000","신동아","월세","49.9600","202512","29","15,000","150","6","1992","광평로47길 17","202512~202603","갱신","사용","34,650","0","아파트"
"1721","서울특별시 강남구 수서동","746","0746","0000","까치마을","전세","39.6000","202512","29","33,000","0","7","1993","광평로19길 10","202603~202805","신규","-","","","아파트"
"1722","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","33.1800","202512","29","27,900","0","3","1992","광평로47길 17","202603~202803","신규","-","","","아파트"
"1723","서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","월세","59.8800","202512","29","58,000","40","10","2014","광평로34길 55","202602~202802","신규","-","","","아파트"
"1724","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","전세","119.6700","202512","29","87,150","0","10","1985","언주로146길 18","202601~202801","신규","-","","","아파트"
"1725","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","전세","84.5200","202512","29","77,000","0","8","1997","강남대로146길 28","202601~202801","갱신","-","72,000","0","아파트"
"1726","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","전세","84.9200","202512","29","80,000","0","14","1986","언주로146길 18","202602~202802","신규","-","","","아파트"
"1727","서울특별시 강남구 대치동","974","0974","0000","대치현대","전세","59.8200","202512","28","70,500","0","2","1999","삼성로64길 5","202601~202801","갱신","-","67,200","0","아파트"
"1728","서울특별시 강남구 대치동","316","0316","0000","은마","전세","76.7900","202512","28","60,500","0","9","1980","삼성로 212","202601~202801","갱신","사용","58,000","0","아파트"
"1729","서울특별시 강남구 수서동","712","0712","0000","수서한아름","전세","97.6300","202512","28","100,000","0","2","1993","광평로51길 22","202603~202803","신규","-","","","아파트"
"1730","서울특별시 강남구 수서동","746","0746","0000","까치마을","월세","34.4400","202512","28","10,000","95","9","1993","광평로19길 10","202601~202801","신규","-","","","아파트"
"1731","서울특별시 강남구 일원동","734","0734","0000","상록수","전세","74.5400","202512","28","82,000","0","2","1993","광평로10길 15","202603~202803","신규","-","","","아파트"
"1732","서울특별시 강남구 논현동","225-6","0225","0006","논현아이파크","월세","59.7500","202512","28","50,000","210","8","2020","언주로 615","202601~202801","신규","-","","","아파트"
"1733","서울특별시 강남구 논현동","212-20","0212","0020","더그레이스","전세","98.8100","202512","28","68,000","0","4","2003","언주로125길 12","202602~202802","신규","-","","","아파트"
"1734","서울특별시 강남구 역삼동","722","0722","0000","경남아너스빌","전세","84.6880","202512","28","90,000","0","6","2002","언주로85길 13","202512~202612","갱신","-","83,000","0","아파트"
"1735","서울특별시 강남구 개포동","177","0177","0000","현대아파트3","전세","84.8700","202512","28","70,000","0","4","1986","개포로 409","-","-","-","","","아파트"
"1736","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202512","28","100,000","80","9","2020","개포로 264","202602~202802","신규","-","","","아파트"
"1737","서울특별시 강남구 역삼동","716","0716","0000","동부센트레빌","전세","59.9700","202512","28","83,500","0","9","1998","선릉로 423","202602~202802","갱신","-","82,000","0","아파트"
"1738","서울특별시 강남구 개포동","651-1","0651","0001","개포더샵트리에","월세","105.8064","202512","27","93,000","173","12","2021","개포로 311","202601~202801","갱신","사용","90,000","160","아파트"
"1739","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","전세","40.7630","202512","27","70,000","0","16","2008","삼성로111길 8","202603~202803","신규","-","","","아파트"
"1740","서울특별시 강남구 삼성동","150-20","0150","0020","삼성그랑빌","월세","100.8000","202512","27","50,000","90","5","2005","삼성로104길 5","202602~202802","신규","-","","","아파트"
"1741","서울특별시 강남구 삼성동","106","0106","0000","풍림(1차)","월세","59.7000","202512","27","53,000","40","14","1998","영동대로112길 15","202604~202804","갱신","-","53,000","19","아파트"
"1742","서울특별시 강남구 삼성동","78-4","0078","0004","청구아파트","월세","84.9900","202512","27","10,000","280","6","1992","영동대로128길 5","202602~202802","신규","-","","","아파트"
"1743","서울특별시 강남구 청담동","134-18","0134","0018","청담르엘","전세","59.7785","202512","27","137,000","0","9","2025","학동로 607","-","-","-","","","아파트"
"1744","서울특별시 강남구 청담동","134-18","0134","0018","청담르엘","전세","84.7467","202512","27","175,000","0","16","2025","학동로 607","-","-","-","","","아파트"
"1745","서울특별시 강남구 청담동","30-33","0030","0033","청담대림이-편한세상","월세","81.8400","202512","27","40,000","230","2","2002","학동로77길 27","202601~202801","신규","-","","","아파트"
"1746","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","84.8600","202512","27","107,000","140","28","2020","개포로 264","-","-","-","","","아파트"
"1747","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","전세","96.9100","202512","27","157,000","0","2","2020","개포로 264","202601~202801","갱신","사용","150,000","0","아파트"
"1748","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","전세","59.8880","202512","27","97,600","0","7","2019","선릉로 8","202602~202802","갱신","사용","93,000","0","아파트"
"1749","서울특별시 강남구 개포동","179","0179","0000","우성8","전세","79.6100","202512","27","78,750","0","7","1987","개포로 411","202601~202801","갱신","사용","75,000","0","아파트"
"1750","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","월세","60.0000","202512","27","25,000","109","6","1992","개포로109길 21","202603~202803","갱신","사용","25,000","100","아파트"
"1751","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","84.9430","202512","27","78,000","225","23","2019","선릉로 8","-","-","-","","","아파트"
"1752","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","84.9430","202512","27","78,000","225","23","2019","선릉로 8","202602~202802","갱신","사용","78,000","200","아파트"
"1753","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","전세","60.1300","202512","27","41,000","0","5","1983","개포로 516","202601~202801","갱신","사용","42,000","0","아파트"
"1754","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202512","27","50,000","156","12","2020","개포로 264","202601~202801","갱신","사용","50,000","140","아파트"
"1755","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","60.0000","202512","27","66,500","0","13","1992","개포로109길 21","202512~202712","갱신","-","10,000","200","아파트"
"1756","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","전세","53.0600","202512","27","39,000","0","11","1983","개포로 516","202512~202712","갱신","-","42,000","0","아파트"
"1757","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202512","27","40,000","0","9","1992","개포로109길 9","202602~202802","신규","-","","","아파트"
"1758","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202512","27","40,000","0","1","1992","개포로109길 9","202603~202803","신규","-","","","아파트"
"1759","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","49.8600","202512","27","50,000","30","9","1992","개포로109길 9","202602~202702","갱신","-","42,000","0","아파트"
"1760","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","49.9090","202512","27","60,000","130","3","2019","선릉로 8","202603~202803","신규","-","","","아파트"
"1761","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","39.5300","202512","27","36,960","0","14","1992","개포로109길 9","202602~202802","갱신","사용","35,200","0","아파트"
"1762","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","전세","59.9200","202512","27","118,000","0","6","2020","개포로 264","202601~202801","신규","-","","","아파트"
"1763","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","60.0000","202512","27","54,600","0","2","1992","개포로109길 21","202601~202801","갱신","사용","52,000","0","아파트"
"1764","서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","전세","60.7600","202512","27","40,000","0","2","1983","개포로 516","202602~202802","신규","-","","","아파트"
"1765","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","월세","59.6060","202512","27","25,000","250","10","2005","선릉로69길 20","202601~202801","갱신","-","20,000","250","아파트"
"1766","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","전세","84.8100","202512","27","139,650","0","20","2010","도곡로43길 21","202602~202802","갱신","사용","133,000","0","아파트"
"1767","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","전세","80.8700","202512","27","126,000","0","15","2005","선릉로69길 19","202601~202801","갱신","사용","120,000","0","아파트"
"1768","서울특별시 강남구 역삼동","761-10","0761","0010","대림역삼","전세","84.9600","202512","27","95,000","0","18","1997","언주로 316","202601~202801","갱신","-","85,000","0","아파트"
"1769","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","전세","80.8700","202512","27","131,000","0","18","2005","선릉로69길 19","202601~202801","갱신","사용","125,000","0","아파트"
"1770","서울특별시 강남구 역삼동","754-1","0754","0001","역삼푸르지오","월세","84.9097","202512","27","110,000","60","9","2006","언주로 332","202602~202802","갱신","-","100,000","45","아파트"
"1771","서울특별시 강남구 일원동","734","0734","0000","상록수","전세","84.9500","202512","27","84,000","0","3","1993","광평로10길 15","-","-","-","","","아파트"
"1772","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","59.9700","202512","27","105,000","0","9","2018","개포로110길 50","202512~202712","갱신","사용","100,000","0","아파트"
"1773","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","83.6900","202512","27","95,000","0","9","1987","개포로110길 15","202602~202802","신규","-","","","아파트"
"1774","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","전세","58.4600","202512","27","55,500","0","1","1988","논현로 205","202601~202701","갱신","-","48,000","0","아파트"
"1775","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","84.9984","202512","27","130,000","0","7","2006","선릉로 221","202602~202802","갱신","-","130,000","0","아파트"
"1776","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","119.8906","202512","27","178,500","0","25","2006","선릉로 221","202602~202802","갱신","사용","170,000","0","아파트"
"1777","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","119.8906","202512","27","178,500","0","25","2006","선릉로 221","202602~202802","갱신","사용","170,000","0","아파트"
"1778","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","176.9924","202512","27","267,750","0","4","2006","선릉로 221","202603~202803","갱신","사용","255,000","0","아파트"
"1779","서울특별시 강남구 도곡동","465","0465","0000","우성4","전세","126.4600","202512","27","100,000","0","7","1985","언주로 117","-","-","-","","","아파트"
"1780","서울특별시 강남구 도곡동","467-6","0467","0006","대림아크로빌","월세","177.2550","202512","27","150,000","133","15","1999","언주로30길 13","202601~202801","갱신","-","150,000","100","아파트"
"1781","서울특별시 강남구 도곡동","869","0869","0000","삼익","전세","104.0100","202512","27","74,000","0","6","1983","논현로 218","202601~202801","갱신","-","63,000","0","아파트"
"1782","서울특별시 강남구 도곡동","467-18","0467","0018","우성캐릭터빌","전세","158.2800","202512","27","150,000","0","19","1998","언주로 122","202602~202802","갱신","사용","145,000","0","아파트"
"1783","서울특별시 강남구 도곡동","467-7","0467","0007","아카데미스위트1","전세","83.0000","202512","27","110,000","0","11","2004","언주로30길 21","202602~202802","신규","-","","","아파트"
"1784","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","월세","74.8000","202512","27","20,000","175","7","2015","자곡로3길 21","202512~202712","갱신","사용","20,000","165","아파트"
"1785","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","51.9900","202512","27","59,000","0","7","2015","자곡로3길 21","202603~202803","신규","-","","","아파트"
"1786","서울특별시 강남구 자곡동","611","0611","0000","래미안강남힐즈","월세","91.9600","202512","27","91,000","18","12","2014","자곡로 101","202601~202801","갱신","사용","88,000","0","아파트"
"1787","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","59.9700","202512","27","105,000","0","9","2018","개포로110길 50","202512~202712","갱신","사용","100,000","0","아파트"
"1788","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","68.3900","202512","27","89,000","0","11","1987","개포로110길 15","202602~202802","신규","-","","","아파트"
"1789","서울특별시 강남구 일원동","718","0718","0000","샘터마을","월세","134.4380","202512","27","80,000","220","14","1994","일원로 120","202602~202802","신규","-","","","아파트"
"1790","서울특별시 강남구 일원동","742","0742","0000","디에이치포레센트","전세","84.9400","202512","27","145,000","0","8","2021","개포로110길 38","202602~202802","신규","-","","","아파트"
"1791","서울특별시 강남구 일원동","688","0688","0000","상록스타힐스","월세","46.8550","202512","27","36,451","52","8","2022","영동대로 16","202512~202712","신규","-","","","아파트"
"1792","서울특별시 강남구 도곡동","161","0161","0000","삼성","전세","54.8100","202512","27","70,000","0","7","1994","남부순환로379길 14","202604~202804","신규","-","","","아파트"
"1793","서울특별시 강남구 도곡동","538-3","0538","0003","래미안도곡카운티","전세","84.6700","202512","27","157,500","0","20","2016","도곡로 320","202601~202801","갱신","사용","150,000","0","아파트"
