property_id,district,dong,size_type,area_sqm,floor,market_price,jeonse_price,jeonse_ratio,school_score,subway_distance_m,contract_date,avg_price_by_size,price_diff_percent,undervalued_score
PROP_0194,강남구,잠실동,40py,117.19,5,525914.0,307375.0,0.58,2,652,2025-10-19,480071.36778115504,-0.09549128587010992,37.8
PROP_0195,서초구,도곡동,20py,59.97,10,220044.0,115834.0,0.53,2,710,2025-02-26,228861.1826625387,0.03852633530929462,33.4
PROP_0196,서초구,도곡동,40py,116.66,28,519743.0,269577.0,0.52,4,1074,2025-06-25,480071.36778115504,-0.08263694709018687,38.0
PROP_0197,송파구,잠실동,20py,61.38,10,242495.0,136732.0,0.56,1,923,2025-08-24,228861.1826625387,-0.05957243241884624,17.6
PROP_0198,강남구,잠실동,40py,114.39,6,549596.0,293581.0,0.53,4,440,2025-05-05,480071.36778115504,-0.14482145131916802,41.1
PROP_0199,서초구,반포동,30py,84.15,6,288098.0,152639.0,0.53,4,110,2025-10-08,320544.3649425287,0.10122269642252521,47.5
PROP_0200,송파구,대치동,30py,84.91,6,357336.0,209120.0,0.59,5,1018,2025-07-30,320544.3649425287,-0.11477860502731894,57.2
PROP_0201,서초구,대치동,30py,84.01,21,275021.0,160311.0,0.58,4,1037,2025-12-20,320544.3649425287,0.14201892131434202,62.3
PROP_0202,강남구,대치동,20py,59.43,31,211641.0,113312.0,0.54,4,345,2025-07-21,228861.1826625387,0.075242915649572,59.5
PROP_0203,송파구,도곡동,30py,84.42,8,358727.0,214748.0,0.6,2,545,2025-11-11,320544.3649425287,-0.11911809794041195,26.1
PROP_0204,강남구,도곡동,30py,84.25,4,300373.0,153257.0,0.51,4,895,2025-07-19,320544.3649425287,0.06292846528793383,60.3
PROP_0205,송파구,잠실동,20py,63.96,32,245194.0,130607.0,0.53,4,1402,2025-06-15,228861.1826625387,-0.07136560751564604,52.6
PROP_0206,강남구,도곡동,30py,84.45,30,272009.0,140774.0,0.52,2,1078,2025-11-09,320544.3649425287,0.15141543652227596,45.9
PROP_0207,송파구,개포동,40py,111.67,11,510874.0,259363.0,0.51,3,661,2025-09-11,480071.36778115504,-0.0641626105743649,34.2
PROP_0208,송파구,대치동,20py,61.29,12,209848.0,123979.0,0.59,3,1387,2025-06-10,228861.1826625387,0.08307735912810554,40.9
PROP_0209,송파구,반포동,40py,117.38,22,434597.0,251124.0,0.58,3,144,2026-01-20,480071.36778115504,0.0947241823467484,42.7
PROP_0210,송파구,개포동,40py,114.36,23,451739.0,239535.0,0.53,2,464,2025-06-21,480071.36778115504,0.05901699139464325,24.7
PROP_0211,강남구,도곡동,30py,84.07,35,277389.0,140440.0,0.51,1,1107,2025-10-25,320544.3649425287,0.1346314883753023,19.9
PROP_0212,송파구,개포동,20py,62.69,20,239729.0,121507.0,0.51,4,150,2026-01-31,228861.1826625387,-0.047486503438576425,45.8
PROP_0213,강남구,반포동,40py,114.01,19,476349.0,266026.0,0.56,4,1192,2025-08-20,480071.36778115504,0.0077537800230817345,40.9
PROP_0214,송파구,도곡동,20py,64.94,6,243605.0,144768.0,0.59,4,823,2025-07-22,228861.1826625387,-0.0644225340703645,53.3
PROP_0215,강남구,반포동,20py,63.67,7,221846.0,117125.0,0.53,2,110,2025-04-15,228861.1826625387,0.03065256668223525,26.2
PROP_0216,강남구,반포동,30py,84.28,12,282044.0,169033.0,0.6,4,1408,2026-02-15,320544.3649425287,0.12010931762731675,56.0
PROP_0217,서초구,잠실동,20py,59.33,9,262151.0,134153.0,0.51,2,854,2025-07-24,228861.1826625387,-0.1454585567992452,19.1
PROP_0218,강남구,잠실동,40py,112.16,14,492396.0,269587.0,0.55,3,204,2025-06-24,480071.36778115504,-0.025672500061414312,39.3
PROP_0219,서초구,도곡동,20py,60.02,28,261261.0,135017.0,0.52,2,212,2025-03-22,228861.1826625387,-0.14156973655613594,20.2
PROP_0220,서초구,개포동,40py,119.58,19,493403.0,273656.0,0.55,2,1041,2025-11-15,480071.36778115504,-0.027770104850165327,28.7
PROP_0221,서초구,개포동,30py,84.49,11,342259.0,179305.0,0.52,3,692,2025-05-09,320544.3649425287,-0.06774299420725916,39.4
PROP_0222,서초구,반포동,20py,64.38,4,235389.0,121301.0,0.52,4,529,2025-12-12,228861.1826625387,-0.028523042927234777,56.2
PROP_0223,송파구,도곡동,30py,84.19,18,301333.0,168585.0,0.56,2,1412,2025-11-12,320544.3649425287,0.0599335600423772,32.4
PROP_0224,서초구,잠실동,30py,84.66,5,362634.0,195197.0,0.54,1,451,2025-02-22,320544.3649425287,-0.13130673835123463,8.2
PROP_0225,강남구,잠실동,20py,64.48,9,213573.0,108698.0,0.51,1,745,2025-11-14,228861.1826625387,0.06680111709936185,24.2
PROP_0226,강남구,잠실동,20py,64.03,25,214724.0,121484.0,0.57,4,421,2025-10-03,228861.1826625387,0.06177186754900373,60.4
PROP_0227,송파구,잠실동,40py,116.22,8,525820.0,291918.0,0.56,1,499,2025-05-27,480071.36778115504,-0.09529548164951152,15.4
PROP_0228,서초구,잠실동,30py,84.78,6,288483.0,155741.0,0.54,4,483,2025-06-04,320544.3649425287,0.10002161463133843,60.3
PROP_0229,서초구,잠실동,30py,84.8,9,341528.0,177504.0,0.52,3,338,2025-05-29,320544.3649425287,-0.06546249865048634,35.2
PROP_0230,강남구,잠실동,40py,114.68,3,439127.0,222330.0,0.51,4,835,2025-12-09,480071.36778115504,0.08528808533280392,51.3
PROP_0231,강남구,잠실동,30py,84.14,7,366723.0,209714.0,0.57,2,1323,2025-08-13,320544.3649425287,-0.14406316288152743,27.1
PROP_0232,강남구,개포동,40py,114.06,3,453836.0,240440.0,0.53,4,473,2025-12-22,480071.36778115504,0.05464889085640008,54.3
PROP_0233,송파구,대치동,40py,110.34,2,475048.0,259808.0,0.55,3,512,2026-01-25,480071.36778115504,0.010463793757108616,44.9
PROP_0234,송파구,도곡동,40py,119.68,26,455315.0,270658.0,0.59,3,328,2025-08-15,480071.36778115504,0.05156809891741026,46.5
PROP_0235,송파구,대치동,20py,62.49,11,215391.0,109317.0,0.51,3,661,2025-07-20,228861.1826625387,0.058857437097145464,45.0
PROP_0236,송파구,도곡동,30py,84.36,18,313172.0,181799.0,0.58,2,571,2025-03-25,320544.3649425287,0.02299951504014281,28.3
PROP_0237,강남구,잠실동,20py,63.18,2,245600.0,132730.0,0.54,2,551,2025-08-27,228861.1826625387,-0.07313960866025541,33.2
PROP_0238,송파구,도곡동,20py,60.78,10,231160.0,122566.0,0.53,4,468,2025-03-24,228861.1826625387,-0.010044592581044957,56.6
PROP_0239,송파구,반포동,20py,61.78,8,195961.0,101260.0,0.52,3,865,2025-03-07,228861.1826625387,0.1437560633034515,45.6
PROP_0240,강남구,대치동,40py,111.72,7,424096.0,245308.0,0.58,3,1489,2025-11-13,480071.36778115504,0.11659801341593846,46.3
PROP_0241,송파구,반포동,30py,84.76,27,340260.0,200109.0,0.59,4,1166,2025-04-13,320544.3649425287,-0.06150672797198028,53.1
PROP_0242,송파구,도곡동,30py,84.63,20,295802.0,157042.0,0.53,1,623,2025-03-24,320544.3649425287,0.0771885818269332,21.7
PROP_0243,송파구,개포동,20py,63.78,3,199735.0,106175.0,0.53,4,374,2025-07-17,228861.1826625387,0.12726571768828943,58.8
PROP_0244,서초구,도곡동,30py,84.57,23,332126.0,184036.0,0.55,2,408,2026-01-03,320544.3649425287,-0.03613114540181603,29.1
PROP_0245,강남구,대치동,20py,61.31,17,199464.0,109179.0,0.55,4,1173,2025-10-14,228861.1826625387,0.12844984160501147,54.7
PROP_0246,강남구,개포동,30py,84.61,6,301757.0,171854.0,0.57,3,228,2025-11-09,320544.3649425287,0.058610810225589685,42.7
PROP_0247,강남구,잠실동,20py,59.54,24,228381.0,131604.0,0.58,2,1221,2025-11-04,228861.1826625387,0.002098139391539937,28.0
PROP_0248,서초구,반포동,30py,84.77,26,349456.0,188908.0,0.54,3,438,2025-08-26,320544.3649425287,-0.09019542447004156,30.2
PROP_0249,송파구,개포동,40py,118.41,23,438116.0,227403.0,0.52,1,1379,2025-10-30,480071.36778115504,0.08739402221604849,15.0
PROP_0250,서초구,대치동,30py,84.95,19,350673.0,181121.0,0.52,5,779,2025-07-21,320544.3649425287,-0.09399209080737742,52.5
PROP_0251,강남구,반포동,20py,64.21,18,262914.0,142823.0,0.54,3,881,2025-03-15,228861.1826625387,-0.14879245550204556,40.8
PROP_0252,서초구,잠실동,20py,59.06,5,246474.0,147601.0,0.6,3,496,2025-11-24,228861.1826625387,-0.07695851752820762,35.9
PROP_0253,송파구,잠실동,30py,84.26,14,319482.0,183285.0,0.57,2,1296,2025-09-13,320544.3649425287,0.0033142524365361694,35.5
PROP_0254,강남구,잠실동,20py,59.8,11,214774.0,115697.0,0.54,4,730,2025-06-27,228861.1826625387,0.06155339450163805,52.8
PROP_0255,서초구,잠실동,20py,60.03,27,232772.0,128477.0,0.55,4,1257,2025-12-10,228861.1826625387,-0.01708816362811471,60.5
PROP_0256,송파구,개포동,30py,84.49,30,298645.0,170886.0,0.57,2,725,2025-12-23,320544.3649425287,0.06831929472993578,24.2
PROP_0257,송파구,반포동,40py,117.0,21,541705.0,279946.0,0.52,2,325,2025-12-10,480071.36778115504,-0.12838431190701882,27.3
PROP_0258,송파구,대치동,30py,84.53,15,320594.0,178160.0,0.56,3,1193,2025-06-24,320544.3649425287,-0.00015484613956693425,43.2
PROP_0259,강남구,잠실동,20py,63.1,34,198210.0,107497.0,0.54,2,443,2025-07-13,228861.1826625387,0.1339291456329429,33.0
PROP_0260,송파구,개포동,40py,111.4,4,502146.0,268995.0,0.54,4,1175,2025-05-15,480071.36778115504,-0.04598198038944051,49.6
PROP_0261,송파구,반포동,30py,84.97,12,338657.0,200978.0,0.59,2,618,2025-07-27,320544.3649425287,-0.05650586015049352,30.5
PROP_0262,서초구,개포동,20py,60.81,13,249902.0,127042.0,0.51,3,272,2025-06-04,228861.1826625387,-0.09193702965559913,39.3
PROP_0263,송파구,잠실동,30py,84.69,6,296770.0,171091.0,0.58,2,999,2025-10-21,320544.3649425287,0.07416871903766359,36.8
PROP_0264,서초구,개포동,40py,117.21,28,512894.0,299318.0,0.58,1,492,2025-09-21,480071.36778115504,-0.06837031829360725,19.1
PROP_0265,강남구,반포동,20py,64.97,23,241493.0,143469.0,0.59,3,354,2025-05-28,228861.1826625387,-0.055194232549637866,40.6
PROP_0266,서초구,대치동,20py,63.65,17,258339.0,141946.0,0.55,5,1212,2025-11-10,228861.1826625387,-0.1288021716680852,52.0
PROP_0267,강남구,반포동,40py,114.72,11,499290.0,275947.0,0.55,3,1281,2025-12-04,480071.36778115504,-0.04003286492104638,35.3
PROP_0268,강남구,도곡동,30py,84.08,35,277639.0,152063.0,0.55,2,798,2025-04-04,320544.3649425287,0.13385156513427193,30.8
PROP_0269,서초구,반포동,40py,113.39,22,433285.0,238023.0,0.55,1,1463,2026-01-24,480071.36778115504,0.09745710934063254,20.1
PROP_0270,송파구,대치동,30py,84.91,35,342791.0,199507.0,0.58,3,1454,2025-12-11,320544.3649425287,-0.06940267086417179,38.9
PROP_0271,송파구,잠실동,20py,64.08,22,223505.0,123932.0,0.55,1,1446,2025-03-02,228861.1826625387,0.02340363097064175,21.0
PROP_0272,송파구,잠실동,40py,119.31,11,435875.0,231441.0,0.53,3,673,2025-04-09,480071.36778115504,0.09206207815605942,41.8
PROP_0273,송파구,대치동,40py,114.0,33,518892.0,296313.0,0.57,3,322,2025-12-15,480071.36778115504,-0.08086429398668428,30.7
PROP_0274,강남구,반포동,20py,60.09,10,235296.0,134032.0,0.57,2,666,2026-01-30,228861.1826625387,-0.0281166830591346,24.1
PROP_0275,서초구,도곡동,20py,59.51,4,244074.0,132114.0,0.54,1,169,2025-03-10,228861.1826625387,-0.06647181125465464,14.8
PROP_0276,강남구,잠실동,30py,84.26,4,316952.0,172994.0,0.55,4,660,2025-06-29,320544.3649425287,0.011207075635763555,60.2
PROP_0277,서초구,도곡동,40py,118.44,21,431062.0,242342.0,0.56,1,781,2025-07-06,480071.36778115504,0.10208767085542252,30.8
PROP_0278,서초구,반포동,30py,84.69,30,274314.0,140072.0,0.51,3,449,2025-05-17,320544.3649425287,0.1442245442399759,48.6
PROP_0279,송파구,잠실동,40py,113.06,24,422836.0,242257.0,0.57,2,570,2026-01-07,480071.36778115504,0.11922262318140646,35.8
PROP_0280,강남구,반포동,40py,114.85,9,469154.0,276863.0,0.59,3,1407,2025-03-23,480071.36778115504,0.02274113499335338,46.8
PROP_0281,송파구,개포동,30py,84.71,10,354786.0,181002.0,0.51,2,757,2025-08-31,320544.3649425287,-0.10682338796880914,34.4
PROP_0282,서초구,개포동,30py,84.17,10,338142.0,194246.0,0.57,1,1003,2025-10-12,320544.3649425287,-0.05489921827397095,23.1
PROP_0283,송파구,반포동,20py,63.85,28,224083.0,132111.0,0.59,4,240,2025-03-15,228861.1826625387,0.020878082543094405,56.9
PROP_0284,송파구,잠실동,40py,113.34,15,448254.0,229545.0,0.51,4,422,2025-08-10,480071.36778115504,0.066276328722148,53.3
PROP_0285,서초구,대치동,20py,64.67,4,213231.0,109787.0,0.51,4,786,2025-03-13,228861.1826625387,0.06829547274334315,47.3
PROP_0286,송파구,개포동,30py,84.85,2,352332.0,207981.0,0.59,3,959,2025-09-10,320544.3649425287,-0.09916766143485498,41.8
PROP_0287,서초구,잠실동,20py,60.2,13,253166.0,128945.0,0.51,1,618,2025-11-14,228861.1826625387,-0.1061989501876312,19.3
PROP_0288,강남구,잠실동,30py,84.36,10,308541.0,174133.0,0.56,2,1121,2025-02-27,320544.3649425287,0.03744681315698946,36.3
PROP_0289,서초구,잠실동,20py,63.91,26,239342.0,133976.0,0.56,1,129,2025-05-13,228861.1826625387,-0.045795522051966006,21.2
PROP_0290,송파구,대치동,20py,61.06,19,239002.0,119558.0,0.5,3,633,2025-08-24,228861.1826625387,-0.044309905329879336,35.5
PROP_0291,강남구,개포동,20py,60.54,15,221237.0,121667.0,0.55,4,514,2025-12-05,228861.1826625387,0.03331356839914932,50.6
PROP_0292,서초구,대치동,30py,84.46,21,284301.0,144736.0,0.51,3,629,2025-05-08,320544.3649425287,0.11306817060729453,46.2
PROP_0293,서초구,잠실동,20py,59.73,10,261460.0,133724.0,0.51,1,1395,2025-02-20,228861.1826625387,-0.1424392592846514,12.7
PROP_0294,강남구,개포동,40py,110.12,22,510460.0,272932.0,0.53,2,512,2025-08-15,480071.36778115504,-0.06330023879428255,22.7
PROP_0295,강남구,대치동,20py,61.38,9,218517.0,118689.0,0.54,4,823,2026-02-19,228861.1826625387,0.0451985021758427,45.9
PROP_0296,송파구,대치동,20py,63.51,14,240345.0,136516.0,0.57,5,1212,2025-08-12,228861.1826625387,-0.05017809138212169,54.7
PROP_0297,강남구,도곡동,30py,84.7,12,281723.0,146315.0,0.52,1,1109,2025-08-17,320544.3649425287,0.12111073906879974,31.2
PROP_0298,서초구,잠실동,30py,84.01,26,311167.0,167522.0,0.54,3,570,2025-04-12,320544.3649425287,0.02925449943320641,35.0
PROP_0299,강남구,잠실동,30py,84.97,8,297143.0,154993.0,0.52,1,552,2025-10-29,320544.3649425287,0.07300507356204627,29.7
PROP_0300,서초구,개포동,30py,84.51,25,286576.0,162436.0,0.57,4,1203,2026-01-23,320544.3649425287,0.10597086911391812,45.1
PROP_0301,강남구,잠실동,20py,63.19,34,199170.0,102691.0,0.52,4,1063,2025-08-14,228861.1826625387,0.1297344631235217,52.0
PROP_0302,서초구,대치동,40py,111.02,30,514168.0,264486.0,0.51,4,266,2025-02-24,480071.36778115504,-0.07102409038980266,48.8
PROP_0303,강남구,잠실동,20py,60.23,18,201754.0,107573.0,0.53,3,1221,2025-07-26,228861.1826625387,0.11844377603566299,46.7
PROP_0304,송파구,반포동,40py,119.74,34,531795.0,317624.0,0.6,2,822,2025-09-07,480071.36778115504,-0.10774154779925066,20.7
PROP_0305,서초구,반포동,40py,113.95,1,495309.0,283989.0,0.57,1,439,2025-08-18,480071.36778115504,-0.03174034787634152,21.8
PROP_0306,서초구,잠실동,20py,60.88,22,196616.0,109900.0,0.56,3,1257,2025-12-19,228861.1826625387,0.140894066382961,48.9
PROP_0307,강남구,반포동,30py,84.37,1,358186.0,186481.0,0.52,4,1346,2026-01-11,320544.3649425287,-0.11743034404682222,51.7
PROP_0308,송파구,도곡동,40py,119.22,8,536462.0,284952.0,0.53,3,288,2025-03-16,480071.36778115504,-0.11746301904959919,29.1
PROP_0309,송파구,개포동,40py,117.62,33,550371.0,276102.0,0.5,1,1101,2025-08-24,480071.36778115504,-0.1464357946272932,13.1
PROP_0310,송파구,대치동,30py,84.21,34,299743.0,176468.0,0.59,4,1160,2025-11-14,320544.3649425287,0.06489387185533038,47.1
PROP_0311,송파구,잠실동,30py,84.33,30,297584.0,165026.0,0.55,4,301,2025-10-25,320544.3649425287,0.0716292889648687,55.1
PROP_0312,송파구,잠실동,20py,64.3,17,255037.0,149967.0,0.59,1,853,2025-03-29,228861.1826625387,-0.1143742116200552,16.3
PROP_0313,송파구,대치동,30py,84.24,12,356339.0,201125.0,0.56,4,875,2026-02-01,320544.3649425287,-0.11166827114208981,50.4
PROP_0314,송파구,도곡동,40py,115.84,2,448537.0,231064.0,0.52,2,382,2025-05-12,480071.36778115504,0.0656868330367294,32.9
PROP_0315,강남구,개포동,40py,113.54,19,479739.0,250148.0,0.52,2,468,2025-10-25,480071.36778115504,0.0006923299397987783,33.5
PROP_0316,서초구,개포동,40py,111.09,10,427189.0,230465.0,0.54,4,1127,2025-12-29,480071.36778115504,0.11015522134880154,57.2
PROP_0317,송파구,개포동,20py,60.77,14,195651.0,113417.0,0.58,2,679,2025-04-26,228861.1826625387,0.14511059619711877,36.8
PROP_0318,송파구,반포동,30py,84.36,25,318418.0,161713.0,0.51,3,637,2025-05-08,320544.3649425287,0.006633605750361441,34.2
PROP_0319,송파구,반포동,30py,84.23,13,346895.0,202327.0,0.58,4,783,2025-09-25,320544.3649425287,-0.0822058907889264,47.8
PROP_0320,강남구,잠실동,40py,117.68,21,512954.0,292801.0,0.57,4,666,2025-05-24,480071.36778115504,-0.06849529971101048,45.5
PROP_0321,송파구,도곡동,40py,119.49,35,438117.0,257231.0,0.59,1,534,2025-12-24,480071.36778115504,0.08739193919242509,23.5
PROP_0322,송파구,개포동,40py,114.84,25,513987.0,299748.0,0.58,4,566,2025-04-04,480071.36778115504,-0.07064706311396957,42.7
PROP_0323,송파구,반포동,40py,113.32,12,414370.0,217169.0,0.52,4,404,2025-10-01,480071.36778115504,0.13685750117700338,61.7
PROP_0324,송파구,도곡동,40py,113.46,4,528750.0,292184.0,0.55,1,480,2025-03-08,480071.36778115504,-0.10139874086603631,18.6
PROP_0325,서초구,개포동,40py,112.43,24,503899.0,253887.0,0.5,4,905,2025-04-03,480071.36778115504,-0.04963352080123846,43.7
PROP_0326,서초구,잠실동,20py,61.79,10,211109.0,109111.0,0.52,3,263,2025-03-23,228861.1826625387,0.07756746887354292,40.9
PROP_0327,송파구,도곡동,20py,63.45,21,202443.0,105661.0,0.52,2,630,2026-01-14,228861.1826625387,0.11543321744296382,37.9
PROP_0328,강남구,도곡동,20py,63.71,6,217913.0,123413.0,0.57,2,1411,2025-06-02,228861.1826625387,0.0478376565880202,31.6
PROP_0329,송파구,대치동,20py,61.25,29,217206.0,115023.0,0.53,4,1344,2025-07-26,228861.1826625387,0.05092686547777102,67.5
PROP_0330,강남구,도곡동,40py,111.09,13,532948.0,303601.0,0.57,2,797,2025-10-14,480071.36778115504,-0.11014327403701621,23.4
PROP_0331,서초구,반포동,20py,60.47,15,244769.0,123116.0,0.5,4,1169,2025-08-04,228861.1826625387,-0.06950858661303769,47.8
PROP_0332,강남구,잠실동,20py,63.75,4,229546.0,126431.0,0.55,1,948,2025-04-10,228861.1826625387,-0.002992282612080574,25.1
PROP_0333,송파구,반포동,20py,60.46,11,209634.0,107919.0,0.51,4,779,2025-09-15,228861.1826625387,0.0840124237708307,54.3
PROP_0334,서초구,개포동,20py,64.89,7,207584.0,104036.0,0.5,1,1367,2025-12-03,228861.1826625387,0.09296981871282387,21.9
PROP_0335,강남구,반포동,30py,84.07,7,346432.0,179801.0,0.52,4,1376,2025-07-13,320544.3649425287,-0.08076147294653815,45.7
PROP_0336,서초구,반포동,20py,64.87,20,215431.0,128456.0,0.6,1,823,2025-11-26,228861.1826625387,0.058682658659252915,32.8
PROP_0337,서초구,반포동,20py,63.03,10,260920.0,147078.0,0.56,4,929,2025-12-31,228861.1826625387,-0.14007975037310197,39.8
PROP_0338,서초구,대치동,30py,84.11,24,331466.0,171800.0,0.52,4,529,2026-02-13,320544.3649425287,-0.03407214804549584,51.4
PROP_0339,강남구,반포동,40py,113.91,35,488987.0,282871.0,0.58,3,864,2025-08-12,480071.36778115504,-0.018571472529286998,41.5
PROP_0340,송파구,도곡동,40py,113.46,20,514818.0,292486.0,0.57,3,1465,2025-05-09,480071.36778115504,-0.07237805574500442,36.3
PROP_0341,서초구,반포동,20py,60.04,17,239347.0,122319.0,0.51,3,1295,2025-08-03,228861.1826625387,-0.045817369356702574,37.4
PROP_0342,서초구,잠실동,20py,64.51,22,259229.0,147727.0,0.57,1,195,2025-05-22,228861.1826625387,-0.13269099191119443,13.5
PROP_0343,서초구,대치동,30py,84.53,12,288527.0,154373.0,0.54,5,875,2025-10-14,320544.3649425287,0.09988434814091708,71.1
PROP_0344,서초구,도곡동,40py,110.41,13,491628.0,254232.0,0.52,3,196,2025-08-20,480071.36778115504,-0.024072737918652862,49.8
PROP_0345,송파구,대치동,30py,84.67,33,330036.0,173556.0,0.53,3,1237,2025-07-20,320544.3649425287,-0.0296109871068021,38.9
PROP_0346,송파구,반포동,40py,118.48,34,498356.0,253574.0,0.51,4,132,2025-12-08,480071.36778115504,-0.03808732085680264,41.3
PROP_0347,강남구,반포동,30py,84.82,12,348317.0,175703.0,0.5,2,406,2025-10-08,320544.3649425287,-0.08664209418390717,26.8
PROP_0348,서초구,개포동,30py,84.3,2,303912.0,172366.0,0.57,4,748,2025-07-08,320544.3649425287,0.05188787188790787,59.3
PROP_0349,서초구,대치동,30py,84.7,10,361678.0,210686.0,0.58,3,430,2025-06-16,320544.3649425287,-0.12832431187753449,37.3
PROP_0350,송파구,도곡동,40py,111.19,33,538904.0,309057.0,0.57,4,410,2025-10-14,480071.36778115504,-0.12254976273791099,43.5
PROP_0351,서초구,개포동,40py,116.24,7,529278.0,274997.0,0.52,3,1325,2026-01-20,480071.36778115504,-0.10249857733918481,45.4
PROP_0352,송파구,반포동,30py,84.15,6,364070.0,212247.0,0.58,2,468,2025-11-26,320544.3649425287,-0.1357866174477131,28.9
PROP_0353,서초구,개포동,40py,112.48,9,518532.0,304209.0,0.59,2,1481,2025-09-01,480071.36778115504,-0.08011440548226485,27.4
PROP_0354,송파구,도곡동,40py,112.81,8,511954.0,292589.0,0.57,2,760,2025-05-17,480071.36778115504,-0.06641227608762318,25.7
PROP_0355,강남구,잠실동,40py,114.93,31,549206.0,317628.0,0.58,4,933,2025-12-07,480071.36778115504,-0.144009072106047,40.1
PROP_0356,강남구,대치동,40py,114.72,18,503802.0,288484.0,0.57,3,232,2025-02-19,480071.36778115504,-0.049431467509769886,36.2
PROP_0357,강남구,반포동,30py,84.4,10,340959.0,181940.0,0.53,2,925,2025-02-26,320544.3649425287,-0.06368739335390121,32.0
PROP_0358,서초구,개포동,20py,60.44,20,218788.0,128444.0,0.59,4,649,2025-05-07,228861.1826625387,0.044014378259120676,53.8
PROP_0359,송파구,대치동,20py,61.71,35,260468.0,155339.0,0.6,5,547,2026-01-15,228861.1826625387,-0.13810475402491615,47.1
PROP_0360,강남구,대치동,20py,59.43,24,220133.0,119995.0,0.55,4,777,2025-10-07,228861.1826625387,0.03813745328498369,46.4
PROP_0361,강남구,도곡동,40py,115.8,19,515714.0,257860.0,0.5,1,1491,2025-09-22,480071.36778115504,-0.07424444491155943,6.4
PROP_0362,송파구,개포동,20py,59.37,28,212443.0,125723.0,0.59,3,1304,2025-09-30,228861.1826625387,0.07173860796982638,41.2
PROP_0363,송파구,대치동,40py,115.06,2,421354.0,234390.0,0.56,4,1258,2025-10-11,480071.36778115504,0.12230966419126645,62.3
PROP_0364,강남구,도곡동,30py,84.04,20,350394.0,177327.0,0.51,1,455,2025-08-20,320544.3649425287,-0.09312169647038752,16.7
PROP_0365,송파구,잠실동,30py,84.29,22,364835.0,192995.0,0.53,4,266,2025-03-21,320544.3649425287,-0.13817318256526603,42.9
PROP_0366,강남구,반포동,40py,112.29,15,543221.0,308149.0,0.57,4,631,2025-06-19,480071.36778115504,-0.13154217572007398,47.6
PROP_0367,송파구,반포동,30py,84.2,26,306889.0,169138.0,0.55,2,510,2025-08-12,320544.3649425287,0.04260054593371817,41.3
PROP_0368,송파구,반포동,40py,116.22,32,417413.0,228269.0,0.55,2,413,2025-03-19,480071.36778115504,0.13051886029103582,31.9
PROP_0369,강남구,잠실동,40py,114.1,11,425764.0,213142.0,0.5,3,481,2025-03-31,480071.36778115504,0.11312353001212844,43.4
PROP_0370,송파구,도곡동,30py,84.84,7,350291.0,175790.0,0.5,3,319,2025-05-03,320544.3649425287,-0.092800368095083,33.7
PROP_0371,강남구,대치동,30py,84.19,13,331447.0,168116.0,0.51,5,291,2025-07-10,320544.3649425287,-0.034012873879177535,61.6
PROP_0372,송파구,잠실동,40py,114.67,16,466070.0,277782.0,0.6,3,651,2026-02-17,480071.36778115504,0.029165179847879818,46.6
PROP_0373,송파구,반포동,20py,64.93,31,259206.0,140643.0,0.54,1,949,2026-01-14,228861.1826625387,-0.1325904943094062,17.6
PROP_0374,강남구,대치동,30py,84.05,10,290126.0,153789.0,0.53,3,1408,2025-08-20,320544.3649425287,0.09489595909128681,47.6
PROP_0375,강남구,대치동,40py,110.06,16,513740.0,261944.0,0.51,3,195,2025-12-29,480071.36778115504,-0.0701325562789929,29.0
PROP_0376,서초구,잠실동,30py,84.22,7,322166.0,166519.0,0.52,3,320,2025-08-24,320544.3649425287,-0.005059003479165926,30.9
PROP_0377,송파구,대치동,20py,59.53,31,244721.0,144997.0,0.59,5,548,2025-05-14,228861.1826625387,-0.06929885248756663,67.4
PROP_0378,강남구,개포동,30py,84.15,14,336355.0,184984.0,0.55,1,687,2025-08-18,320544.3649425287,-0.049324326947085835,19.8
PROP_0379,송파구,도곡동,20py,59.43,34,241032.0,125480.0,0.52,2,1169,2025-02-20,228861.1826625387,-0.05317991105292623,27.9
PROP_0380,송파구,개포동,40py,114.4,32,423709.0,221043.0,0.52,4,829,2025-06-29,480071.36778115504,0.11740414355818934,52.9
PROP_0381,서초구,잠실동,30py,84.46,11,285758.0,149061.0,0.52,1,110,2025-12-10,320544.3649425287,0.1085227779585695,19.4
PROP_0382,송파구,잠실동,40py,110.45,10,476295.0,271555.0,0.57,2,388,2025-09-06,480071.36778115504,0.007866263298744649,29.4
PROP_0383,강남구,대치동,30py,84.78,2,361418.0,189565.0,0.52,3,964,2026-02-15,320544.3649425287,-0.1275131917068629,38.3
PROP_0384,서초구,도곡동,30py,84.85,7,331464.0,182540.0,0.55,2,691,2025-06-12,320544.3649425287,-0.034065908659567594,38.8
PROP_0385,강남구,개포동,30py,84.64,11,322140.0,185005.0,0.57,2,869,2025-04-21,320544.3649425287,-0.004977891462098767,23.8
PROP_0386,서초구,대치동,30py,84.22,23,272410.0,152259.0,0.56,4,1214,2025-03-17,320544.3649425287,0.15016443964366324,70.9
PROP_0387,서초구,도곡동,30py,84.47,28,339089.0,181161.0,0.53,4,853,2025-04-23,320544.3649425287,-0.057853567510994006,58.0
PROP_0388,서초구,도곡동,40py,119.55,8,550384.0,285315.0,0.52,1,129,2025-07-09,480071.36778115504,-0.14646287393439722,11.4
