property_id,district,dong,size_type,area_sqm,floor,market_price,jeonse_price,jeonse_ratio,school_score,subway_distance_m,contract_date,avg_price_by_size,price_diff_percent,undervalued_score
PROP_0443,서초구,도곡동,30py,84.33,26,297916.0,175538.0,0.59,1,202,2025-05-19,320710.1926470588,0.07107411354444787,39.4
PROP_0444,강남구,잠실동,30py,84.22,12,308143.0,174131.0,0.57,1,795,2025-07-24,320710.1926470588,0.03918551057991783,26.4
PROP_0445,서초구,대치동,30py,84.0,14,345921.0,197533.0,0.57,4,865,2025-09-07,320710.1926470588,-0.07860931124407904,51.0
PROP_0446,강남구,대치동,30py,84.69,20,356692.0,179212.0,0.5,5,1001,2025-03-27,320710.1926470588,-0.112194149665019,52.3
PROP_0447,송파구,반포동,30py,84.93,28,316508.0,186906.0,0.59,1,818,2025-11-13,320710.1926470588,0.013102772357732067,17.5
PROP_0448,송파구,도곡동,30py,84.59,2,294525.0,171104.0,0.58,3,523,2025-09-27,320710.1926470588,0.08164752242806196,44.8
PROP_0449,강남구,잠실동,20py,63.87,14,253468.0,135072.0,0.53,3,231,2026-01-15,229624.656394453,-0.1038361645475411,34.3
PROP_0450,강남구,잠실동,30py,84.52,13,333584.0,199213.0,0.6,4,269,2025-08-06,320710.1926470588,-0.040141559726194306,46.8
PROP_0451,송파구,잠실동,30py,84.26,12,337578.0,196583.0,0.58,3,164,2025-06-23,320710.1926470588,-0.05259517077932161,39.4
PROP_0452,서초구,도곡동,40py,112.83,19,539622.0,275877.0,0.51,1,707,2026-01-19,481442.3174366617,-0.12084455490556749,5.4
PROP_0453,강남구,잠실동,20py,60.23,17,223285.0,113554.0,0.51,1,363,2025-07-14,229624.656394453,0.0276087790135334,22.4
PROP_0454,강남구,잠실동,20py,62.3,10,215307.0,124767.0,0.58,4,561,2025-04-05,229624.656394453,0.06235243470482493,52.5
PROP_0455,강남구,잠실동,30py,84.04,20,281399.0,144896.0,0.51,2,387,2025-04-15,320710.1926470588,0.12257543897371771,41.3
PROP_0456,강남구,개포동,30py,84.8,23,308303.0,162549.0,0.53,3,110,2026-02-10,320710.1926470588,0.03868661779862079,35.2
PROP_0457,강남구,반포동,40py,110.94,33,536575.0,315402.0,0.59,2,540,2025-10-03,481442.3174366617,-0.1145156554930208,25.6
PROP_0458,서초구,개포동,20py,64.72,26,232247.0,137212.0,0.59,2,631,2025-08-19,229624.656394453,-0.011420130776558696,27.4
PROP_0459,서초구,도곡동,20py,64.4,34,207779.0,105642.0,0.51,1,1206,2025-09-12,229624.656394453,0.09513637053386012,24.8
PROP_0460,서초구,개포동,30py,84.82,8,334884.0,179866.0,0.54,1,1410,2025-09-26,320710.1926470588,-0.04419506357423274,13.5
PROP_0461,서초구,반포동,20py,61.71,30,261602.0,146260.0,0.56,2,1429,2025-12-03,229624.656394453,-0.1392591897910815,12.0
PROP_0462,송파구,대치동,20py,60.52,5,199111.0,112764.0,0.57,4,750,2025-06-21,229624.656394453,0.13288493001394472,56.4
PROP_0463,서초구,개포동,20py,60.68,6,243561.0,134731.0,0.55,3,799,2025-06-25,229624.656394453,-0.06069184304671067,35.1
PROP_0464,송파구,개포동,30py,84.87,4,337581.0,179054.0,0.53,3,498,2025-07-05,320710.1926470588,-0.05260452501897093,32.2
PROP_0465,서초구,반포동,20py,64.97,16,209654.0,114893.0,0.55,1,809,2025-11-03,229624.656394453,0.08697087110779197,26.7
PROP_0466,송파구,도곡동,30py,84.23,31,318567.0,186397.0,0.59,4,237,2025-08-11,320710.1926470588,0.00668264587841581,52.4
PROP_0467,강남구,대치동,20py,61.88,33,205734.0,105864.0,0.51,5,1149,2025-12-31,229624.656394453,0.10404220857455844,67.1
PROP_0468,송파구,잠실동,30py,84.69,18,327955.0,167338.0,0.51,2,628,2025-02-25,320710.1926470588,-0.02258988806418789,21.6
PROP_0469,서초구,반포동,20py,60.14,14,211601.0,121392.0,0.57,4,1100,2025-05-07,229624.656394453,0.07849181650376282,54.6
PROP_0470,송파구,도곡동,40py,115.36,16,434746.0,252006.0,0.58,3,448,2025-10-22,481442.3174366617,0.09699254873415865,54.1
PROP_0471,송파구,잠실동,40py,111.47,1,414008.0,212878.0,0.51,1,929,2026-01-10,481442.3174366617,0.14006728323281079,23.7
PROP_0472,서초구,개포동,20py,64.63,26,241579.0,124009.0,0.51,3,1428,2025-09-26,229624.656394453,-0.05206036578672824,39.2
PROP_0473,강남구,도곡동,30py,84.39,17,292267.0,157916.0,0.54,2,177,2025-08-20,320710.1926470588,0.08868814680411641,23.2
PROP_0474,강남구,대치동,40py,110.22,19,444886.0,237237.0,0.53,4,541,2025-08-26,481442.3174366617,0.07593083555948739,54.1
PROP_0475,서초구,잠실동,40py,114.47,18,423569.0,213212.0,0.5,3,717,2025-05-15,481442.3174366617,0.12020820634296542,42.8
PROP_0476,강남구,잠실동,30py,84.92,5,279915.0,155541.0,0.56,3,435,2025-11-14,320710.1926470588,0.12720266952024775,50.8
PROP_0477,서초구,잠실동,40py,110.84,10,478965.0,275358.0,0.57,1,922,2025-09-25,481442.3174366617,0.005145616301142041,14.4
PROP_0478,송파구,대치동,30py,84.06,18,362267.0,191465.0,0.53,5,1451,2026-02-02,320710.1926470588,-0.12957744501333768,54.8
PROP_0479,강남구,대치동,40py,112.22,32,543790.0,321418.0,0.59,3,988,2025-11-11,481442.3174366617,-0.12950187448269074,36.9
PROP_0480,송파구,잠실동,20py,59.93,22,219189.0,109634.0,0.5,1,986,2025-06-21,229624.656394453,0.045446584693093456,17.2
PROP_0481,서초구,도곡동,20py,61.19,20,219217.0,112325.0,0.51,1,792,2025-09-07,229624.656394453,0.04532464656833084,26.3
PROP_0482,서초구,대치동,40py,112.35,27,487226.0,247789.0,0.51,4,1021,2025-09-27,481442.3174366617,-0.012013240950924948,55.3
PROP_0483,송파구,잠실동,40py,110.1,13,498640.0,271675.0,0.54,1,1026,2025-06-20,481442.3174366617,-0.035721169370619005,16.4
PROP_0484,송파구,잠실동,40py,117.94,11,462034.0,255773.0,0.55,3,1374,2025-06-28,481442.3174366617,0.04031286144516168,47.2
PROP_0485,강남구,대치동,40py,114.75,21,516965.0,306580.0,0.59,4,487,2026-02-06,481442.3174366617,-0.07378388080314867,52.4
PROP_0486,송파구,잠실동,40py,118.47,13,422513.0,218386.0,0.52,4,286,2025-08-09,481442.3174366617,0.12240161552565308,63.2
PROP_0487,송파구,도곡동,30py,84.22,14,288567.0,150355.0,0.52,1,594,2025-05-30,320710.1926470588,0.10022504237161041,19.7
PROP_0488,서초구,잠실동,40py,114.43,33,508761.0,293869.0,0.58,1,732,2025-06-26,481442.3174366617,-0.05674341779673812,16.9
PROP_0489,강남구,잠실동,40py,111.85,7,544304.0,299499.0,0.55,4,993,2025-03-10,481442.3174366617,-0.13056949978562774,43.9
PROP_0490,서초구,반포동,40py,113.53,27,461665.0,261016.0,0.57,1,422,2025-11-05,481442.3174366617,0.04107930840388492,20.2
PROP_0491,강남구,대치동,40py,113.2,30,485234.0,281188.0,0.58,5,179,2025-07-26,481442.3174366617,-0.007875673629036866,61.7
PROP_0492,서초구,잠실동,30py,84.68,35,291391.0,156670.0,0.54,3,431,2025-09-07,320710.1926470588,0.09141958478171769,48.5
PROP_0493,송파구,개포동,40py,113.59,35,495019.0,253869.0,0.51,3,324,2026-02-03,481442.3174366617,-0.028200019133391725,45.9
PROP_0494,서초구,개포동,40py,117.44,13,523905.0,309190.0,0.59,4,1089,2025-08-23,481442.3174366617,-0.08819889948482704,53.5
PROP_0495,강남구,도곡동,30py,84.43,19,293714.0,174354.0,0.59,3,1362,2025-03-04,320710.1926470588,0.08417628521326133,52.8
PROP_0496,송파구,개포동,20py,61.79,24,237652.0,128238.0,0.54,1,230,2025-12-18,229624.656394453,-0.034958543788771126,21.1
PROP_0497,강남구,개포동,20py,64.63,3,234436.0,124684.0,0.53,3,766,2025-07-11,229624.656394453,-0.02095307917317905,31.1
PROP_0498,송파구,대치동,30py,84.82,12,320808.0,190551.0,0.59,3,1265,2025-12-03,320710.1926470588,-0.0003049711396258275,38.4
PROP_0499,서초구,잠실동,40py,113.44,29,415300.0,245543.0,0.59,3,595,2025-11-16,481442.3174366617,0.13738368033126488,48.3
PROP_0500,서초구,반포동,20py,60.21,2,222638.0,130358.0,0.59,4,753,2025-10-06,229624.656394453,0.030426420682155314,56.8
PROP_0501,서초구,도곡동,30py,84.42,10,310020.0,168859.0,0.54,4,707,2025-12-01,320710.1926470588,0.03333287463932695,60.3
PROP_0502,서초구,반포동,20py,63.47,17,201339.0,104444.0,0.52,4,1221,2025-06-30,229624.656394453,0.12318213922926216,56.2
PROP_0503,서초구,도곡동,20py,63.94,34,262804.0,139650.0,0.53,2,586,2026-02-01,229624.656394453,-0.1444938192898196,26.6
PROP_0504,강남구,반포동,30py,84.86,17,352999.0,203803.0,0.58,1,991,2026-01-27,320710.1926470588,-0.10067908065670675,18.8
PROP_0505,송파구,개포동,30py,84.5,23,309511.0,184218.0,0.6,4,471,2025-02-28,320710.1926470588,0.03491997729982815,53.1
PROP_0506,강남구,잠실동,20py,62.03,29,256686.0,137407.0,0.54,2,1332,2025-03-23,229624.656394453,-0.11785033902918765,28.7
PROP_0507,강남구,대치동,40py,115.5,12,409197.0,233798.0,0.57,4,542,2025-10-12,481442.3174366617,0.1500601729846198,59.7
PROP_0508,서초구,반포동,40py,112.17,30,496749.0,292830.0,0.59,1,950,2025-07-07,481442.3174366617,-0.03179338834366601,22.3
PROP_0509,강남구,잠실동,30py,84.09,1,307142.0,170618.0,0.56,2,306,2025-02-27,320710.1926470588,0.04230670854290742,38.3
PROP_0510,송파구,반포동,40py,117.67,27,429724.0,242202.0,0.56,1,1153,2025-11-01,481442.3174366617,0.10742370490409939,30.3
PROP_0511,송파구,반포동,20py,62.48,5,209587.0,124978.0,0.6,4,967,2025-12-04,229624.656394453,0.0872626516206168,57.6
PROP_0512,송파구,도곡동,20py,64.33,21,214804.0,108479.0,0.51,3,651,2025-03-01,229624.656394453,0.06454296601752481,40.3
PROP_0513,송파구,개포동,40py,119.85,19,534090.0,300700.0,0.56,2,914,2025-12-18,481442.3174366617,-0.109354081800806,28.0
PROP_0514,강남구,도곡동,20py,61.9,26,261461.0,138519.0,0.53,1,311,2025-11-04,229624.656394453,-0.13864514423424118,18.1
PROP_0515,강남구,반포동,20py,61.31,29,195742.0,113942.0,0.58,1,547,2025-07-03,229624.656394453,0.14755669938270397,18.5
PROP_0516,송파구,반포동,30py,84.55,31,367742.0,205727.0,0.56,2,438,2025-03-02,320710.1926470588,-0.14664893237334567,21.4
PROP_0517,서초구,반포동,30py,84.76,35,301352.0,156836.0,0.52,2,725,2025-05-22,320710.1926470588,0.06036039106609398,36.1
PROP_0518,서초구,잠실동,30py,84.85,15,324116.0,174036.0,0.54,4,1193,2025-11-02,320710.1926470588,-0.010619579392942086,57.0
PROP_0519,송파구,반포동,30py,84.91,3,343571.0,196552.0,0.57,2,131,2025-05-25,320710.1926470588,-0.07128182351877879,24.2
PROP_0520,송파구,잠실동,20py,61.04,2,200881.0,114258.0,0.57,2,332,2025-10-08,229624.656394453,0.1251766985557364,35.8
PROP_0521,강남구,잠실동,30py,84.25,32,348561.0,186574.0,0.54,2,1262,2026-01-30,320710.1926470588,-0.08684104213548016,29.0
PROP_0522,송파구,개포동,20py,64.06,20,249368.0,127308.0,0.51,1,104,2025-05-14,229624.656394453,-0.08598093913587211,16.4
PROP_0523,강남구,개포동,30py,84.82,24,282511.0,165416.0,0.59,1,435,2025-03-08,320710.1926470588,0.1191081341437033,21.2
PROP_0524,강남구,개포동,20py,64.87,28,197704.0,109092.0,0.55,3,493,2025-10-25,229624.656394453,0.13901232078326625,53.0
PROP_0525,서초구,도곡동,40py,117.67,32,429288.0,245836.0,0.57,3,1354,2025-06-11,481442.3174366617,0.10832931702876968,49.8
PROP_0526,송파구,도곡동,40py,119.81,21,495868.0,259804.0,0.52,1,634,2025-02-16,481442.3174366617,-0.029963470266063906,20.4
PROP_0527,송파구,잠실동,40py,118.9,27,461277.0,272592.0,0.59,4,1486,2026-01-07,481442.3174366617,0.04188522011116031,53.9
PROP_0528,송파구,대치동,40py,115.98,6,504268.0,292520.0,0.58,4,209,2025-08-06,481442.3174366617,-0.04741104331017027,53.6
PROP_0529,강남구,잠실동,20py,64.96,24,256001.0,140218.0,0.55,2,1340,2025-03-24,229624.656394453,-0.11486720990553076,20.2
PROP_0530,강남구,도곡동,40py,112.29,10,460764.0,268248.0,0.58,2,1154,2025-05-02,481442.3174366617,0.042950768322068233,35.1
PROP_0531,송파구,대치동,40py,112.0,30,474023.0,272228.0,0.57,4,942,2025-05-19,481442.3174366617,0.015410605108757955,44.8
PROP_0532,강남구,대치동,30py,84.89,18,358857.0,196251.0,0.55,5,252,2025-06-30,320710.1926470588,-0.11894479261194454,48.5
PROP_0533,서초구,반포동,40py,119.21,33,511966.0,305309.0,0.6,3,1280,2025-06-23,481442.3174366617,-0.06340049774987633,40.5
PROP_0534,서초구,도곡동,20py,63.22,32,211370.0,126747.0,0.6,1,1199,2025-11-06,229624.656394453,0.07949780603305441,30.1
PROP_0535,강남구,대치동,30py,84.99,24,308415.0,160109.0,0.52,3,1107,2025-05-22,320710.1926470588,0.038337392851712865,49.6
PROP_0536,송파구,잠실동,40py,110.92,29,442134.0,254051.0,0.57,2,463,2025-06-05,481442.3174366617,0.08164699282346129,33.0
PROP_0537,송파구,도곡동,40py,111.35,33,550803.0,277525.0,0.5,2,823,2025-09-16,481442.3174366617,-0.1440685208824905,18.5
PROP_0538,강남구,잠실동,40py,110.54,21,442263.0,233598.0,0.53,3,904,2025-06-15,481442.3174366617,0.08137904795171251,59.9
PROP_0539,송파구,개포동,30py,84.38,22,309827.0,162095.0,0.52,1,552,2025-12-10,320710.1926470588,0.033934664056766504,32.2
PROP_0540,서초구,개포동,20py,59.26,12,237292.0,130273.0,0.55,3,940,2025-04-24,229624.656394453,-0.03339076789896604,36.3
PROP_0541,서초구,개포동,20py,61.27,32,226351.0,115277.0,0.51,4,520,2026-02-04,229624.656394453,0.014256554352026775,49.8
PROP_0542,강남구,도곡동,40py,111.87,34,479503.0,254302.0,0.53,4,1253,2025-07-15,481442.3174366617,0.00402814078950761,53.5
PROP_0543,강남구,개포동,40py,111.84,24,549433.0,277967.0,0.51,3,787,2025-07-27,481442.3174366617,-0.1412229048026779,35.9
PROP_0544,송파구,대치동,20py,59.4,30,262913.0,141024.0,0.54,4,1116,2025-04-04,229624.656394453,-0.14496850698978836,42.7
PROP_0545,강남구,대치동,30py,84.2,22,318984.0,181121.0,0.57,4,1424,2025-10-29,320710.1926470588,0.005382406567160405,48.1
PROP_0546,송파구,개포동,40py,116.61,6,534167.0,315787.0,0.59,4,1205,2025-12-20,481442.3174366617,-0.10951401788704364,49.0
PROP_0547,강남구,대치동,30py,84.87,30,306104.0,172346.0,0.56,4,629,2025-04-21,320710.1926470588,0.045543275461571955,54.1
PROP_0548,송파구,도곡동,30py,84.04,14,281624.0,161662.0,0.57,3,223,2026-01-15,320710.1926470588,0.12187387100001876,53.5
PROP_0549,강남구,개포동,40py,110.42,6,451406.0,227733.0,0.5,3,579,2025-02-18,481442.3174366617,0.06238819553001435,41.3
PROP_0550,강남구,반포동,40py,115.97,30,508291.0,270513.0,0.53,4,102,2025-09-27,481442.3174366617,-0.05576718454307979,47.8
PROP_0551,강남구,반포동,40py,118.9,31,470639.0,238522.0,0.51,3,969,2025-07-20,481442.3174366617,0.022439484535097948,45.8
PROP_0552,서초구,대치동,40py,114.77,21,509466.0,281322.0,0.55,4,718,2025-11-24,481442.3174366617,-0.058207767677225616,48.0
PROP_0553,서초구,대치동,30py,84.48,28,298652.0,160622.0,0.54,4,907,2026-01-02,320710.1926470588,0.06877920675048149,53.5
PROP_0554,서초구,반포동,20py,59.22,21,220974.0,121422.0,0.55,4,1136,2025-08-15,229624.656394453,0.03767302923947659,51.9
PROP_0555,강남구,잠실동,40py,110.42,35,475454.0,242431.0,0.51,3,1245,2025-08-13,481442.3174366617,0.012438286415172691,37.5
PROP_0556,강남구,도곡동,40py,111.73,11,500568.0,283339.0,0.57,4,696,2025-09-08,481442.3174366617,-0.03972580280264723,58.2
PROP_0557,강남구,반포동,20py,64.56,29,225182.0,116042.0,0.52,2,942,2025-11-04,229624.656394453,0.01934747106086606,41.6
PROP_0558,송파구,반포동,30py,84.12,26,344016.0,189951.0,0.55,3,1479,2025-11-01,320710.1926470588,-0.07266936906676118,34.7
PROP_0559,강남구,반포동,30py,84.31,24,309713.0,185741.0,0.6,3,1183,2025-11-21,320710.1926470588,0.03429012516344064,41.8
PROP_0560,서초구,개포동,30py,84.97,5,330397.0,171815.0,0.52,3,163,2026-01-07,320710.1926470588,-0.03020423913873393,51.1
PROP_0561,서초구,대치동,30py,84.85,11,297948.0,171838.0,0.58,4,1282,2025-10-29,320710.1926470588,0.07097433498818846,58.9
PROP_0562,송파구,도곡동,40py,111.52,23,490970.0,245830.0,0.5,1,349,2026-01-14,481442.3174366617,-0.019789873507726645,10.6
PROP_0563,강남구,반포동,20py,64.6,1,215829.0,123038.0,0.57,2,626,2025-06-05,229624.656394453,0.06007915966460756,37.5
PROP_0564,강남구,대치동,30py,84.17,33,346069.0,180987.0,0.52,4,546,2025-07-09,320710.1926470588,-0.0790707870667788,46.6
PROP_0565,서초구,도곡동,20py,64.43,1,220409.0,113638.0,0.52,2,260,2025-06-02,229624.656394453,0.040133566399865116,43.6
PROP_0566,강남구,잠실동,20py,60.17,27,240841.0,135624.0,0.56,3,665,2025-05-01,229624.656394453,-0.04884642521262782,37.7
PROP_0567,서초구,도곡동,20py,59.98,21,217487.0,116129.0,0.53,4,625,2025-10-03,229624.656394453,0.05285868070544971,59.3
PROP_0568,서초구,반포동,20py,60.05,23,216898.0,120890.0,0.56,3,308,2025-05-26,229624.656394453,0.05542373625849192,42.4
PROP_0569,서초구,도곡동,40py,111.22,25,524544.0,312063.0,0.59,3,600,2025-08-18,481442.3174366617,-0.08952616129139655,30.1
PROP_0570,서초구,개포동,30py,84.91,20,352067.0,210977.0,0.6,3,577,2025-05-04,320710.1926470588,-0.09777303020565149,25.1
PROP_0571,강남구,대치동,40py,113.96,5,449844.0,239475.0,0.53,3,957,2025-07-02,481442.3174366617,0.06563261327940652,41.9
PROP_0572,서초구,개포동,20py,63.38,7,213330.0,127876.0,0.6,3,1483,2025-06-27,229624.656394453,0.07096213729967119,41.9
PROP_0573,서초구,반포동,30py,84.03,16,365376.0,198148.0,0.54,4,1057,2025-09-07,320710.1926470588,-0.13927155536991573,49.2
PROP_0574,강남구,도곡동,20py,62.51,32,229354.0,119415.0,0.52,1,1011,2026-02-05,229624.656394453,0.0011786904712360405,15.8
PROP_0575,송파구,대치동,40py,112.89,31,531164.0,299055.0,0.56,4,535,2025-03-10,481442.3174366617,-0.10327651052377562,39.3
PROP_0576,강남구,잠실동,40py,119.88,23,481791.0,271298.0,0.56,3,1409,2025-02-23,481442.3174366617,-0.0007242457729823154,38.2
PROP_0577,서초구,도곡동,20py,62.41,17,260271.0,147737.0,0.57,4,732,2025-11-19,229624.656394453,-0.13346277393182995,46.4
PROP_0578,강남구,도곡동,40py,116.06,30,416196.0,211805.0,0.51,4,792,2025-11-12,481442.3174366617,0.13552260587322687,52.7
PROP_0579,송파구,잠실동,30py,84.78,33,274342.0,163982.0,0.6,3,1205,2026-01-18,320710.1926470588,0.14457972870880018,46.1
PROP_0580,송파구,반포동,30py,84.05,14,322517.0,190896.0,0.59,2,527,2025-08-02,320710.1926470588,-0.005633769659854813,32.6
PROP_0581,서초구,잠실동,30py,84.21,26,354381.0,187750.0,0.53,3,369,2025-03-05,320710.1926470588,-0.10498826705515991,34.3
PROP_0582,송파구,도곡동,30py,84.36,23,366512.0,202913.0,0.55,2,622,2025-05-15,320710.1926470588,-0.1428136941171247,17.2
PROP_0583,송파구,도곡동,40py,117.21,19,518260.0,292793.0,0.56,4,977,2025-10-05,481442.3174366617,-0.07647371498078175,43.5
PROP_0584,서초구,도곡동,40py,114.05,27,449992.0,239163.0,0.53,4,440,2025-11-18,481442.3174366617,0.06532520365910559,49.8
PROP_0585,강남구,도곡동,40py,110.24,27,446019.0,255133.0,0.57,2,1309,2025-08-19,481442.3174366617,0.0735774902905621,30.8
PROP_0586,서초구,반포동,30py,84.58,31,361580.0,197152.0,0.55,1,644,2025-06-26,320710.1926470588,-0.1274353241336435,14.6
PROP_0587,송파구,반포동,30py,85.0,24,280100.0,149903.0,0.54,3,350,2025-05-23,320710.1926470588,0.12662582474187303,49.4
PROP_0588,송파구,도곡동,40py,114.61,21,501638.0,263686.0,0.53,2,361,2025-03-26,481442.3174366617,-0.04194829127374173,32.0
PROP_0589,송파구,대치동,40py,112.44,9,451684.0,234591.0,0.52,3,327,2025-09-07,481442.3174366617,0.06181076394593559,39.0
PROP_0590,서초구,대치동,30py,84.58,29,335400.0,195922.0,0.58,4,619,2025-10-01,320710.1926470588,-0.045803992793915685,36.0
PROP_0591,송파구,반포동,40py,112.73,7,444491.0,256358.0,0.58,4,221,2026-02-09,481442.3174366617,0.07675128691096621,58.2
PROP_0592,송파구,반포동,20py,63.37,19,216574.0,119195.0,0.55,1,833,2025-04-12,229624.656394453,0.05683473455931649,19.0
PROP_0593,서초구,개포동,40py,110.22,31,507005.0,285247.0,0.56,3,221,2025-04-10,481442.3174366617,-0.05309604419370827,40.8
PROP_0594,강남구,대치동,20py,64.53,29,256871.0,137372.0,0.53,3,388,2025-06-21,229624.656394453,-0.11865600163922638,36.4
PROP_0595,송파구,대치동,40py,112.26,22,442925.0,255292.0,0.58,5,374,2025-06-09,481442.3174366617,0.08000401302847461,67.9
PROP_0596,서초구,반포동,20py,64.37,35,198951.0,102049.0,0.51,3,1236,2025-11-12,229624.656394453,0.13358171929830254,50.4
PROP_0597,서초구,잠실동,20py,64.18,30,214635.0,117146.0,0.55,3,647,2025-07-11,229624.656394453,0.06527894969912776,50.8
PROP_0598,송파구,대치동,30py,84.04,19,331507.0,198271.0,0.6,4,147,2025-10-23,320710.1926470588,-0.03366530780898213,44.9
PROP_0599,송파구,잠실동,40py,115.31,10,451432.0,255028.0,0.56,2,919,2025-08-07,481442.3174366617,0.062334191137258785,33.7
PROP_0600,서초구,개포동,20py,59.4,33,213886.0,115304.0,0.54,4,492,2025-06-28,229624.656394453,0.06854079453652778,58.6
PROP_0601,강남구,개포동,40py,115.95,6,482537.0,269124.0,0.56,1,216,2025-06-05,481442.3174366617,-0.0022737564266612858,16.0
PROP_0602,강남구,대치동,40py,110.7,13,454859.0,243398.0,0.54,5,308,2025-05-23,481442.3174366617,0.0552159967536692,58.2
PROP_0603,송파구,잠실동,40py,112.54,30,408221.0,218614.0,0.54,3,1088,2026-01-10,481442.3174366617,0.15208741480498264,51.9
PROP_0604,강남구,잠실동,20py,62.64,26,202344.0,108009.0,0.53,1,1131,2025-08-06,229624.656394453,0.11880543153688963,37.0
PROP_0605,서초구,잠실동,30py,84.24,28,320380.0,191835.0,0.6,1,300,2025-10-12,320710.1926470588,0.0010295670503437488,16.4
PROP_0606,송파구,도곡동,20py,63.63,33,208379.0,108698.0,0.52,1,113,2025-03-11,229624.656394453,0.09252341071751831,27.6
PROP_0607,강남구,개포동,30py,84.28,21,308965.0,176683.0,0.57,2,192,2025-05-14,320710.1926470588,0.036622448916004295,29.5
PROP_0608,서초구,반포동,40py,118.66,8,454806.0,238262.0,0.52,3,329,2025-10-16,481442.3174366617,0.055326082631209396,34.6
PROP_0609,강남구,개포동,20py,63.7,25,241063.0,124913.0,0.52,3,1468,2025-08-13,229624.656394453,-0.04981322034467429,33.4
PROP_0610,강남구,도곡동,40py,116.44,16,522489.0,274842.0,0.53,4,723,2025-07-17,481442.3174366617,-0.08525773717167767,48.2
PROP_0611,강남구,도곡동,30py,84.07,9,352327.0,184492.0,0.52,3,473,2025-08-19,320710.1926470588,-0.09858373097525919,25.8
PROP_0612,송파구,개포동,40py,117.94,34,541882.0,295517.0,0.55,1,700,2025-03-22,481442.3174366617,-0.12553878289124373,14.8
PROP_0613,서초구,도곡동,30py,84.38,1,282838.0,147634.0,0.52,3,194,2025-11-13,320710.1926470588,0.11808852202192748,45.7
PROP_0614,송파구,반포동,40py,117.6,17,528664.0,276190.0,0.52,3,407,2025-09-06,481442.3174366617,-0.09808378045112491,38.8
PROP_0615,서초구,개포동,30py,84.69,14,332980.0,176260.0,0.53,3,1163,2026-02-09,320710.1926470588,-0.03825823947679798,35.5
PROP_0616,서초구,잠실동,40py,110.3,15,494672.0,293296.0,0.59,3,384,2026-02-02,481442.3174366617,-0.027479268199307808,36.0
PROP_0617,강남구,잠실동,40py,112.19,9,496476.0,275640.0,0.56,3,850,2025-09-30,481442.3174366617,-0.031226342219732556,41.0
PROP_0618,강남구,반포동,40py,113.55,27,441008.0,226926.0,0.51,4,832,2025-09-17,481442.3174366617,0.08398579844818316,53.4
PROP_0619,송파구,도곡동,30py,84.96,4,344352.0,174474.0,0.51,3,1042,2025-10-13,320710.1926470588,-0.07371704390748496,36.2
PROP_0620,송파구,잠실동,40py,116.58,21,438975.0,222937.0,0.51,1,1235,2025-07-16,481442.3174366617,0.08820852654326272,21.4
PROP_0621,송파구,반포동,30py,84.86,34,354528.0,177567.0,0.5,1,660,2025-06-09,320710.1926470588,-0.10544662479797656,3.4
PROP_0622,강남구,대치동,30py,84.57,26,322034.0,171896.0,0.53,5,904,2025-03-21,320710.1926470588,-0.00412773707631438,62.8
PROP_0623,강남구,대치동,30py,84.61,6,305562.0,160817.0,0.53,5,1496,2025-09-30,320710.1926470588,0.04723327475821567,68.2
PROP_0624,서초구,잠실동,30py,84.93,4,353386.0,195178.0,0.55,4,489,2025-10-28,320710.1926470588,-0.10188577757146895,53.3
PROP_0625,서초구,도곡동,20py,64.23,16,197788.0,102838.0,0.52,4,630,2025-08-15,229624.656394453,0.1386465064089784,66.9
PROP_0626,송파구,반포동,30py,84.72,22,364668.0,207582.0,0.57,4,327,2025-11-11,320710.1926470588,-0.13706395481267633,36.4
PROP_0627,송파구,반포동,30py,84.83,28,273262.0,158265.0,0.58,1,662,2025-12-02,320710.1926470588,0.1479472549825552,31.5
PROP_0628,서초구,개포동,40py,117.61,32,527026.0,311594.0,0.59,1,889,2025-07-20,481442.3174366617,-0.09468150370752416,12.7
PROP_0629,서초구,개포동,30py,84.7,11,345897.0,178249.0,0.52,1,418,2026-01-20,320710.1926470588,-0.07853447732688447,19.7
PROP_0630,서초구,개포동,40py,116.09,18,519278.0,283703.0,0.55,3,1498,2025-05-06,481442.3174366617,-0.0785881946663651,40.3
PROP_0631,강남구,개포동,20py,62.02,23,224690.0,118706.0,0.53,2,141,2025-04-19,229624.656394453,0.02149009811026634,33.2
PROP_0632,강남구,잠실동,20py,64.97,10,213311.0,107292.0,0.5,3,920,2026-01-14,229624.656394453,0.07104488102718867,53.4
PROP_0633,송파구,도곡동,20py,63.78,30,205910.0,113338.0,0.55,4,477,2025-11-07,229624.656394453,0.10327574036176485,58.8
PROP_0634,송파구,반포동,30py,84.65,20,343849.0,183291.0,0.53,2,299,2026-01-10,320710.1926470588,-0.07214864972628239,33.1
PROP_0635,서초구,잠실동,30py,84.49,12,308765.0,176429.0,0.57,4,875,2025-06-18,320710.1926470588,0.037246064892625594,55.6
PROP_0636,서초구,개포동,30py,84.94,21,361427.0,198750.0,0.55,3,216,2025-06-17,320710.1926470588,-0.1269582579115282,30.5
PROP_0637,강남구,도곡동,30py,84.46,27,305398.0,172624.0,0.57,1,1111,2025-12-22,320710.1926470588,0.04774463985904513,32.3
PROP_0638,강남구,개포동,30py,84.54,7,355314.0,189459.0,0.53,2,1474,2025-12-07,320710.1926470588,-0.10789743558609827,30.2
