"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 대치동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"145","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","136.6800","202507","14","550,000","3","4","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.09.02"
"146","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.3100","202507","14","630,000","204","28","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","25.12.18"
"147","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.3100","202507","14","630,000","-","28","개인","개인","2015","삼성로51길 35","20251015","중개거래","서울 강남구","-"
"148","서울특별시 강남구 대치동","974","0974","0000","대치현대","85.0000","202507","12","290,000","108","1","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.12.12"
"149","서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","84.7500","202507","12","250,000","103","8","개인","개인","2002","삼성로85길 11","-","중개거래","서울 강남구, 서울 송파구","25.10.17"
"150","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202507","12","390,000","10","13","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.10.15"
"151","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202507","11","409,000","15","2","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.10.30"
"152","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","164.8800","202507","10","400,000","101","5","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","25.08.13"
"153","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","33.1100","202507","10","38,000","-","19","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","25.09.18"
"154","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","84.4800","202507","09","450,000","102","9","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.11.14"
"155","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","84.4800","202507","08","440,000","101","11","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.11.24"
"156","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","84.4800","202507","08","440,000","-","11","개인","개인","1983","삼성로 150","20250709","중개거래","서울 강남구","-"
"157","서울특별시 강남구 대치동","904-10","0904","0010","신성미소시티","144.8800","202507","08","225,000","-","9","개인","개인","2006","역삼로 451","-","중개거래","서울 강남구","25.10.29"
"158","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9500","202507","08","405,000","111","15","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.10.30"
"159","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","34.2000","202507","06","28,300","-","9","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","25.09.19"
"160","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.2700","202507","04","615,000","204","13","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","25.12.01"
"161","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.2700","202507","04","615,000","-","13","개인","개인","2015","삼성로51길 35","20251102","중개거래","서울 강남구","-"
"162","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202507","04","428,000","7","10","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","25.09.30"
"163","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","149.7800","202507","04","550,000","105","25","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.11.19"
"164","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202507","03","355,000","3","6","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.11.03"
"165","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202507","03","488,000","104","6","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.09.02"
"166","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202507","02","575,000","102","6","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.09.30"
"167","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","190.4700","202507","02","700,000","207","10","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","25.11.26"
"168","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202507","01","490,000","102","21","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.11.25"
"169","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202507","01","490,000","-","21","개인","개인","2008","선릉로 222","20250715","중개거래","서울 강남구","-"
"170","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","91.9300","202506","30","450,000","202","7","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","25.09.01"
"171","서울특별시 강남구 대치동","974","0974","0000","대치현대","114.5900","202506","27","343,000","107","17","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.10.13"
"172","서울특별시 강남구 대치동","1025","1025","0000","롯데캐슬리베","121.0894","202506","27","399,000","102","12","개인","개인","2008","도곡로 404","-","중개거래","서울 강남구","25.11.06"
"173","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9800","202506","27","470,000","107","14","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.11.03"
"174","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202506","27","409,000","26","4","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.10.30"
"175","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202506","27","487,500","104","23","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.10.30"
"176","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202506","27","410,000","3","7","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","25.12.30"
"177","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","109.0400","202506","27","359,000","101","2","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.10.28"
"178","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202506","27","452,000","7","7","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.10.29"
"179","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","84.3865","202506","27","407,000","105","11","개인","개인","2017","삼성로51길 25","-","중개거래","서울 강남구","25.10.24"
"180","서울특별시 강남구 대치동","974","0974","0000","대치현대","59.8200","202506","27","255,000","101","8","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.10.10"
"181","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202506","27","368,000","103","5","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","25.10.02"
"182","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202506","27","530,000","103","5","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.09.30"
"183","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9900","202506","27","448,000","103","7","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.09.26"
"184","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","161.4700","202506","27","650,000","105","6","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.08.14"
"185","서울특별시 강남구 대치동","1032","1032","0000","대치푸르지오써밋","84.9747","202506","27","351,000","103","1","개인","개인","2023","삼성로72길 12","-","중개거래","서울 강남구","25.09.23"
"186","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202506","27","452,000","-","7","개인","개인","1983","영동대로 220","20250814","중개거래","서울 강남구","-"
"187","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","84.9400","202506","27","220,000","101","2","개인","개인","1999","삼성로64길 12","-","중개거래","서울 강남구","25.08.05"
"188","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202506","27","410,000","-","7","개인","개인","1984","영동대로 230","20250716","중개거래","서울 강남구","-"
"189","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","164.8800","202506","27","395,000","102","1","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","25.11.14"
"190","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202506","26","410,000","-","14","개인","개인","1984","영동대로 230","20250721","중개거래","서울 강남구","-"
"191","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","127.7500","202506","26","530,000","-","4","개인","개인","1985","삼성로 151","20251016","중개거래","서울 강남구","-"
"192","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202506","26","360,000","16","6","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.10.31"
"193","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","136.6800","202506","26","508,000","6","2","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.10.30"
"194","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","127.7500","202506","26","530,000","10","4","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","25.12.26"
"195","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202506","26","275,000","111","9","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.09.30"
"196","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202506","26","410,000","5","14","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","25.09.25"
"197","서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.5400","202506","26","620,000","8","5","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","25.11.28"
"198","서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.5400","202506","26","620,000","-","5","개인","개인","1983","선릉로 120","20251128","중개거래","서울 강남구","-"
"199","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202506","25","591,000","104","4","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.08.08"
"200","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202506","25","591,000","-","4","개인","개인","2005","선릉로 206","20250714","중개거래","서울 강남구","-"
"201","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","25","349,000","-","3","개인","개인","1983","영동대로 220","20250626","중개거래","서울 강남구","-"
"202","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","25","320,000","113","5","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.10.24"
"203","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","84.9400","202506","25","228,000","101","9","개인","개인","1999","삼성로64길 12","-","중개거래","경기 용인시 수지구","25.10.24"
"204","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","161.4700","202506","25","645,000","104","23","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.10.13"
"205","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","128.0300","202506","25","440,000","5","11","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.10.01"
"206","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","25","349,000","10","3","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.09.30"
"207","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9800","202506","24","438,000","106","19","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.08.28"
"208","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4800","202506","23","505,500","110","22","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.11.28"
"209","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","160.7600","202506","23","600,000","8","6","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","25.11.28"
"210","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.3300","202506","23","495,000","-","8","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","-"
"211","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.8067","202506","22","360,000","106","9","개인","개인","2021","도곡로93길 23","-","중개거래","서울 강남구","25.10.20"
"212","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202506","22","343,000","103","6","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","25.08.29"
"213","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202506","21","540,000","-","5","개인","개인","1984","선릉로 120","20250714","중개거래","서울 강남구","-"
"214","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202506","21","540,000","13","5","개인","개인","1984","선릉로 120","-","중개거래","서울 강남구","25.09.23"
"215","서울특별시 강남구 대치동","938-16","0938","0016","삼환SOGOOD","84.9300","202506","21","190,000","-","15","개인","개인","2006","도곡로 413","-","중개거래","서울 강남구","25.07.31"
"216","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","190.4700","202506","20","700,000","207","9","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","25.10.13"
"217","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","160.7600","202506","20","600,000","-","6","개인","개인","1985","삼성로 151","20250623","중개거래","서울 강남구","-"
"218","서울특별시 강남구 대치동","985","0985","0000","래미안대치하이스턴","110.3900","202506","20","350,000","206","7","개인","개인","1989","도곡로93길 12","-","중개거래","서울 강남구, 서울 서초구","25.10.29"
"219","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","20","360,000","9","3","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.10.13"
"220","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","-","1","개인","개인","2000","도곡로78길 22","20250812","중개거래","서울 강남구","-"
"221","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","107","1","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.09.30"
"222","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4900","202506","19","530,000","109","32","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.10.14"
"223","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","114.9700","202506","18","448,000","109","10","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.10.30"
"224","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202506","17","378,000","-","14","개인","개인","1980","삼성로 212","20251030","중개거래","서울 강남구","-"
"225","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4823","202506","17","430,000","-","3","개인","개인","2017","삼성로51길 25","20250624","중개거래","서울 강남구","-"
"226","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202506","17","378,000","15","14","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.11.03"
"227","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4823","202506","17","430,000","103","3","개인","개인","2017","삼성로51길 25","-","중개거래","서울 강남구","25.09.26"
"228","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.3100","202506","16","618,000","204","8","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","25.08.29"
"229","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","161.3600","202506","16","520,000","110","12","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.12.12"
"230","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202506","15","321,000","114","2","개인","개인","2000","도곡로78길 22","-","중개거래","경기 안양시 동안구, 서울 강남구","25.09.01"
"231","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202506","14","570,000","103","13","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.09.04"
"232","서울특별시 강남구 대치동","986-14","0986","0014","하이캐슬","84.2700","202506","14","209,500","101","4","개인","개인","2008","삼성로64길 40","-","중개거래","서울 강남구","25.12.30"
"233","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202506","14","420,000","8","5","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.08.22"
"234","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","117.7000","202506","13","360,000","5","3","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.07.28"
"235","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202506","13","577,500","102","16","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.07.23"
"236","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","59.8400","202506","11","184,000","101","17","개인","개인","1999","삼성로64길 12","-","중개거래","서울 강남구","25.08.29"
"237","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","84.9600","202506","11","370,000","208","3","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","25.08.25"
"238","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9500","202506","10","350,000","108","12","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.09.02"
"239","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","84.9100","202506","07","220,000","101","2","개인","개인","1999","삼성로64길 12","-","중개거래","서울 강남구","25.10.31"
"240","서울특별시 강남구 대치동","974","0974","0000","대치현대","85.0000","202506","07","266,000","106","2","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.09.26"
"241","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9900","202506","05","370,000","103","10","개인","개인","2015","삼성로51길 37","-","직거래","-","25.08.28"
"242","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202506","04","390,000","25","7","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.09.15"
"243","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","04","340,000","9","10","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.08.13"
"244","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202506","04","500,000","11","7","개인","개인","1984","선릉로 120","-","중개거래","서울 강남구","25.08.20"
"245","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202506","04","249,000","112","19","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.08.29"
"246","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","04","340,000","-","10","개인","개인","1983","영동대로 220","20250627","중개거래","서울 강남구","-"
"247","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","84.6900","202506","03","226,000","2","1","개인","개인","1984","영동대로 230","-","직거래","-","25.07.21"
"248","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","84.3865","202506","02","395,000","101","7","개인","개인","2017","삼성로51길 25","-","중개거래","서울 강남구","25.08.20"
"249","서울특별시 강남구 대치동","974","0974","0000","대치현대","85.0000","202505","31","290,000","108","22","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.07.03"
"250","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9900","202505","31","447,000","107","18","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.08.28"
"251","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202505","30","379,000","26","4","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.08.14"
"252","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202505","30","498,000","106","5","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.08.29"
"253","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202505","30","420,000","8","9","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.08.29"
"254","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202505","29","369,000","23","5","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.10.31"
"255","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","127.7500","202505","29","480,000","-","13","개인","개인","1985","삼성로 151","20250612","중개거래","서울 강남구","-"
"256","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","127.7500","202505","29","480,000","10","13","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","25.07.24"
"257","서울특별시 강남구 대치동","986","0986","0000","하이캐슬102동","138.9100","202505","28","217,000","-","4","개인","개인","2005","삼성로64길 36","-","중개거래","서울 강남구","25.08.12"
"258","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202505","28","335,000","-","11","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"259","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9700","202505","27","435,000","107","7","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.08.21"
"260","서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","123.0400","202505","27","305,000","101","12","개인","개인","2002","삼성로85길 11","-","중개거래","서울 강남구","25.09.19"
"261","서울특별시 강남구 대치동","891-28","0891","0028","대치동우정에쉐르1","59.9800","202505","26","59,000","-","10","개인","개인","2004","삼성로85길 38","20250623","중개거래","서울 강남구","-"
"262","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","136.6800","202505","24","460,000","3","1","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.11.24"
"263","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","52.8400","202505","23","53,000","-","11","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","25.08.29"
"264","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9300","202505","23","360,000","108","15","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구, 서울 송파구","25.08.29"
"265","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","91.9300","202505","19","440,000","202","33","개인","법인","2015","삼성로51길 35","-","중개거래","서울 강남구","25.08.08"
"266","서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.5400","202505","19","547,000","8","7","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","25.12.29"
"267","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202505","19","490,000","103","11","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.08.14"
"268","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","149.7800","202505","18","490,000","105","14","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.06.25"
"269","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9300","202505","17","348,000","108","16","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.08.08"
"270","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9800","202505","17","365,000","103","20","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구, 서울 송파구","25.08.29"
"271","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4000","202505","16","395,000","-","2","개인","개인","2017","삼성로51길 25","20250602","중개거래","서울 강남구","-"
"272","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202505","16","332,000","31","8","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.08.13"
"273","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4000","202505","16","395,000","-","2","개인","개인","2017","삼성로51길 25","20250604","중개거래","서울 강남구","-"
"274","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4000","202505","16","395,000","102","2","개인","개인","2017","삼성로51길 25","-","중개거래","서울 강남구","25.08.01"
"275","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","114.1500","202505","15","600,000","108","13","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.08.14"
"276","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202505","15","337,000","3","10","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.06.27"
"277","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202505","14","470,000","10","7","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","25.09.24"
"278","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","59.8300","202505","14","90,000","-","17","개인","개인","2004","테헤란로 428","-","직거래","-","25.06.12"
"279","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","114.9700","202505","10","410,000","111","24","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.07.16"
"280","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","59.8300","202505","10","84,000","-","12","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구, 서울 서대문구","25.07.29"
"281","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","108.5200","202505","10","355,000","104","6","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.07.25"
"282","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202505","09","370,000","3","14","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","25.08.04"
"283","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202505","09","327,000","5","5","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.09.26"
"284","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","117.7000","202505","04","460,000","4","12","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.11.28"
"285","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","121.7400","202505","04","493,000","102","12","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.07.25"
"286","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202505","03","341,000","15","5","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.07.31"
"287","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202505","02","505,000","1","11","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","25.08.07"
"288","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202504","30","374,000","29","8","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구, 서울 양천구","25.09.08"
"289","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.3300","202504","29","469,000","202","8","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","25.08.29"
"290","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202504","28","415,000","7","5","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.08.28"
"291","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","84.4800","202504","28","345,000","101","1","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","25.08.08"
"292","서울특별시 강남구 대치동","889-74","0889","0074","아름빌(889-74)","48.7100","202504","26","55,000","-","11","개인","개인","2003","선릉로86길 11","-","중개거래","서울 강남구, 서울 송파구","25.07.02"
