"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 대치동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"147","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","월세","34.2000","202507","03","10,000","50","3","2004","선릉로90길 56","202507~202707","갱신","-","10,000","50"
"148","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202507","03","28,350","0","4","2018","영동대로85길 34","202507~202607","갱신","-","28,350","0"
"149","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","21.5000","202507","02","29,500","0","3","2018","영동대로85길 34","202507~202707","갱신","-","29,500","0"
"150","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","월세","27.4500","202507","01","1,000","80","11","2004","테헤란로88길 10","202509~202609","갱신","-","1,000","80"
"151","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","전세","18.4500","202506","28","23,000","0","11","2020","선릉로90길 66","202508~202708","신규","-","",""
"152","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2600","202506","24","3,000","166","6","2015","남부순환로 2927","202506~202612","신규","-","",""
"153","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","전세","29.9700","202506","23","17,000","0","11","2004","테헤란로64길 14","202507~202707","신규","-","",""
"154","서울특별시 강남구 대치동","891-26","0891","0026","대치동대우아이빌멤버스","월세","36.7600","202506","20","1,500","110","5","2003","삼성로85길 42","202506~202706","신규","-","",""
"155","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","월세","34.2000","202506","19","1,000","100","4","2004","선릉로90길 56","202507~202707","신규","-","",""
"156","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","20.8000","202506","17","1,000","133","9","2015","남부순환로 2927","202506~202512","신규","-","",""
"157","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","47.2000","202506","16","61,900","0","9","2018","영동대로85길 34","202507~202707","신규","-","",""
"158","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202506","14","1,000","113","7","2019","영동대로85길 20","202506~202606","신규","-","",""
"159","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2200","202506","14","3,000","175","12","2015","남부순환로 2927","202507~202512","신규","-","",""
"160","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","32.7000","202506","13","2,500","70","4","2004","테헤란로64길 14","202506~202706","신규","-","",""
"161","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","21.5000","202506","13","1,000","115","6","2018","영동대로85길 34","202506~202706","갱신","-","1,000","110"
"162","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202506","12","28,400","0","10","2018","영동대로85길 34","202508~202708","신규","-","",""
"163","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2200","202506","12","3,000","195","12","2015","남부순환로 2927","202507~202607","신규","-","",""
"164","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","22.1800","202506","11","1,000","110","8","2018","영동대로85길 34","202506~202606","갱신","-","1,000","105"
"165","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","21.5000","202506","04","28,500","0","12","2018","영동대로85길 34","202507~202607","신규","-","",""
"166","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2600","202506","03","1,000","190","11","2015","남부순환로 2927","202506~202511","신규","-","",""
"167","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","20.8000","202506","03","1,000","139","8","2015","남부순환로 2927","202506~202512","신규","-","",""
"168","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","32.0000","202506","02","44,000","0","13","2019","영동대로85길 20","202506~202706","갱신","사용","42,000","0"
"169","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","월세","39.0000","202506","01","2,000","100","6","2004","선릉로86길 31","202506~202706","신규","-","",""
"170","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","월세","18.4500","202505","31","1,000","85","10","2020","선릉로90길 66","202506~202606","신규","-","",""
"171","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","전세","13.9600","202505","30","12,000","0","7","2004","테헤란로92길 13","202508~202707","신규","-","",""
"172","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202505","30","3,000","105","8","2019","영동대로85길 20","202507~202607","신규","-","",""
"173","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","월세","18.4500","202505","30","1,000","92","8","2020","선릉로90길 66","202506~202606","신규","-","",""
"174","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202505","29","28,000","0","9","2018","영동대로85길 34","202508~202708","신규","-","",""
"175","서울특별시 강남구 대치동","891-38","0891","0038","대치트레비스타 101동","전세","18.2600","202505","27","22,000","0","2","2020","선릉로90길 68","202506~202706","신규","-","",""
"176","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","전세","44.4600","202505","27","35,000","0","7","2004","선릉로86길 31","202506~202706","신규","-","",""
"177","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","월세","44.4600","202505","26","15,000","70","12","2004","선릉로86길 31","202507~202707","신규","-","",""
"178","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","32.0000","202505","26","19,800","6","9","2003","테헤란로64길 8","202506~202706","신규","-","",""
"179","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","22.2800","202505","26","27,500","0","7","2019","영동대로85길 20","202506~202702","신규","-","",""
"180","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","전세","30.1000","202505","24","20,600","0","6","2004","테헤란로64길 9","202506~202706","신규","-","",""
"181","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","전세","39.0000","202505","23","27,000","0","12","2004","선릉로86길 31","202506~202706","신규","-","",""
"182","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","전세","32.0000","202505","23","18,000","0","11","2003","테헤란로64길 8","202505~202705","신규","-","",""
"183","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202505","23","1,000","110","13","2019","영동대로85길 20","202506~202606","신규","-","",""
"184","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","월세","30.1100","202505","21","1,000","85","5","2004","테헤란로88길 10","202505~202605","신규","-","",""
"185","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","20.8000","202505","19","500","140","10","2015","남부순환로 2927","202505~202512","신규","-","",""
"186","서울특별시 강남구 대치동","907-12","0907","0012","아티스톤","전세","23.3400","202505","18","35,000","0","2","2022","역삼로 409","202506~202606","신규","-","",""
"187","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","32.0000","202505","17","2,000","110","5","2003","테헤란로64길 8","202506~202706","신규","-","",""
"188","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","전세","33.0600","202505","17","22,950","0","2","2004","선릉로90길 56","202506~202706","신규","-","",""
"189","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202505","16","26,500","0","4","2018","영동대로85길 34","202506~202612","갱신","사용","26,000","0"
"190","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","전세","33.8100","202505","16","18,740","0","6","2003","테헤란로64길 8","202507~202707","신규","-","",""
"191","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202505","16","3,000","105","4","2019","영동대로85길 20","202505~202605","신규","-","",""
"192","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","29.9700","202505","15","1,000","84","9","2004","테헤란로64길 14","202505~202603","신규","-","",""
"193","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","22.1800","202505","15","20,000","50","10","2018","영동대로85길 34","202506~202706","신규","-","",""
"194","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","월세","33.0200","202505","14","20,000","35","4","2004","테헤란로64길 9","202505~202705","신규","-","",""
"195","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","전세","39.0000","202505","13","25,000","0","9","2004","선릉로86길 31","202507~202707","신규","-","",""
"196","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","32.0000","202505","12","19,800","15","12","2003","테헤란로64길 8","202506~202706","신규","-","",""
"197","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202505","02","1,000","70","3","2004","테헤란로92길 13","202505~202605","신규","-","",""
"198","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","22.3900","202505","01","28,000","0","10","2019","영동대로85길 20","202505~202605","갱신","-","28,000","0"
"199","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","월세","17.6800","202505","01","1,000","85","3","2020","선릉로90길 66","202505~202605","신규","-","",""
"200","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","월세","34.2000","202504","29","1,000","102","3","2004","선릉로90길 56","202505~202605","신규","-","",""
"201","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202504","29","500","58","8","2004","테헤란로92길 13","202504~202604","신규","-","",""
"202","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","33.8100","202504","29","20,250","7","16","2003","테헤란로64길 8","202507~202707","신규","-","",""
"203","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","22.1800","202504","29","1,000","110","4","2018","영동대로85길 34","202505~202605","신규","-","",""
"204","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","22.3900","202504","27","29,000","0","9","2019","영동대로85길 20","202505~202705","신규","-","",""
"205","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","22.2400","202504","26","25,500","0","6","2019","영동대로85길 20","202505~202705","신규","-","",""
"206","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","21.4600","202504","23","2,000","105","5","2019","영동대로85길 20","202504~202604","신규","-","",""
"207","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","전세","32.7000","202504","22","19,000","0","7","2004","테헤란로64길 14","202504~202704","갱신","-","19,000","0"
"208","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","전세","26.1900","202504","18","19,000","0","3","2004","테헤란로88길 10","202505~202705","신규","-","",""
"209","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202504","15","30,000","0","10","2018","영동대로85길 34","202507~202707","신규","-","",""
"210","서울특별시 강남구 대치동","910-2","0910","0002","루가빌딩","전세","66.6400","202504","12","60,000","0","5","2004","역삼로 432","202506~202706","신규","-","",""
"211","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","전세","32.0000","202504","10","19,800","0","7","2003","테헤란로64길 8","202504~202703","갱신","-","21,000","0"
"212","서울특별시 강남구 대치동","938","0938","0000","삼환 아르누보2","전세","26.4200","202504","10","36,000","0","5","2004","도곡로 405","202504~202604","갱신","-","36,000","0"
"213","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","전세","33.0200","202504","09","25,000","0","4","2004","테헤란로64길 9","202505~202704","신규","-","",""
"214","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","전세","34.3200","202504","09","25,000","0","14","2004","선릉로86길 31","202505~202705","신규","-","",""
"215","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202504","05","20,000","49","14","2019","영동대로85길 20","202505~202705","갱신","-","20,000","47"
"216","서울특별시 강남구 대치동","938-11","0938","0011","동민 맥스빌","월세","40.2900","202504","04","1,000","105","1","2004","선릉로62길 38","202504~202704","신규","-","",""
"217","서울특별시 강남구 대치동","910-2","0910","0002","루가빌딩","월세","83.1000","202504","03","20,000","260","5","2004","역삼로 432","202504~202704","신규","-","",""
"218","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.2800","202504","03","1,000","113","10","2019","영동대로85길 20","202504~202604","신규","-","",""
"219","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","22.1800","202504","01","1,000","115","7","2018","영동대로85길 34","202504~202603","갱신","사용","1,000","109"
"220","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","32.0000","202503","28","1,000","190","4","2019","영동대로85길 20","202504~202604","신규","-","",""
"221","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","전세","39.0000","202503","28","26,000","0","14","2004","선릉로86길 31","202504~202704","신규","-","",""
"222","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","33.8100","202503","27","19,800","15","9","2003","테헤란로64길 8","202504~202704","신규","-","",""
"223","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","전세","33.0600","202503","24","22,900","0","3","2004","선릉로90길 56","202504~202704","갱신","-","25,000","0"
"224","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","월세","30.1000","202503","17","20,500","10","4","2004","테헤란로64길 9","202504~202704","신규","-","",""
"225","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202503","17","5,000","35","10","2004","테헤란로92길 13","202504~202604","신규","-","",""
"226","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","월세","33.0600","202503","17","22,900","15","2","2004","선릉로90길 56","202504~202704","신규","-","",""
"227","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","21.5000","202503","15","29,000","0","9","2018","영동대로85길 34","202504~202704","신규","-","",""
"228","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202503","15","1,000","105","7","2019","영동대로85길 20","202504~202604","갱신","-","1,000","103"
"229","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202503","15","1,000","117","11","2019","영동대로85길 20","202503~202603","신규","-","",""
"230","서울특별시 강남구 대치동","891-26","0891","0026","대치동대우아이빌멤버스","전세","25.7000","202503","13","18,450","0","2","2003","삼성로85길 42","202505~202705","신규","-","",""
"231","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202503","12","1,000","115","7","2019","영동대로85길 20","202504~202604","갱신","-","1,000","115"
"232","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","전세","33.0600","202503","12","27,000","0","2","2004","선릉로90길 56","202503~202507","신규","-","",""
"233","서울특별시 강남구 대치동","908-4","0908","0004","(908-4)","월세","47.9600","202503","11","5,000","250","3","2019","역삼로 408","202504~202704","신규","-","",""
"234","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","전세","32.0000","202503","11","20,000","0","7","2003","테헤란로64길 8","202503~202603","갱신","-","20,000","0"
"235","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","전세","18.4500","202503","10","23,500","0","11","2020","선릉로90길 66","202503~202703","갱신","-","22,000","0"
"236","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202503","08","1,000","120","14","2019","영동대로85길 20","202503~202603","신규","-","",""
"237","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","전세","35.2800","202503","08","20,700","0","5","2004","테헤란로64길 14","202504~202704","갱신","-","22,000","0"
"238","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","전세","18.4500","202503","06","22,500","0","3","2020","선릉로90길 66","202504~202704","신규","-","",""
"239","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","21.4600","202503","04","25,500","0","5","2019","영동대로85길 20","202504~202704","신규","-","",""
"240","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","29.9700","202503","03","17,100","27","7","2004","테헤란로64길 14","202504~202704","신규","-","",""
"241","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","월세","39.0000","202502","28","2,000","105","16","2004","선릉로86길 31","-","-","-","",""
"242","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","월세","39.0000","202502","28","2,000","104","16","2004","선릉로86길 31","202503~202603","갱신","-","27,000","0"
"243","서울특별시 강남구 대치동","907-12","0907","0012","아티스톤","전세","23.3400","202502","27","40,000","0","12","2022","역삼로 409","202503~202703","신규","-","",""
"244","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","전세","22.1800","202502","26","28,000","0","4","2018","영동대로85길 34","202504~202704","신규","-","",""
"245","서울특별시 강남구 대치동","891-63","0891","0063","대치트레비스타 102동","월세","18.4500","202502","26","1,000","95","7","2020","선릉로90길 66","202504~202604","신규","-","",""
"246","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","21.4600","202502","24","26,500","0","7","2019","영동대로85길 20","202504~202704","신규","-","",""
"247","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","월세","33.0200","202502","22","1,000","95","4","2004","테헤란로64길 9","202503~202603","신규","-","",""
"248","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","월세","47.2000","202502","21","7,500","210","8","2018","영동대로85길 34","202502~202602","신규","-","",""
"249","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2200","202502","21","3,000","200","12","2015","남부순환로 2927","202502~202506","신규","-","",""
"250","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","전세","22.3900","202502","20","29,400","0","10","2019","영동대로85길 20","202503~202702","신규","-","",""
"251","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","전세","33.8100","202502","20","20,000","0","5","2003","테헤란로64길 8","202504~202704","신규","-","",""
"252","서울특별시 강남구 대치동","891-38","0891","0038","대치트레비스타 101동","전세","17.6800","202502","19","20,500","0","11","2020","선릉로90길 68","202503~202703","갱신","-","19,000","0"
"253","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","32.0000","202502","18","19,800","12","2","2003","테헤란로64길 8","202504~202704","신규","-","",""
"254","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202502","18","300","68","7","2004","테헤란로92길 13","202502~202602","신규","-","",""
"255","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","월세","39.1600","202502","17","10,000","60","8","2004","선릉로86길 31","202503~202603","신규","-","",""
"256","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","20.8000","202502","15","1,000","112","7","2015","남부순환로 2927","202502~202602","신규","-","",""
"257","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","월세","27.4500","202502","15","500","83","4","2004","테헤란로88길 10","202503~202603","신규","-","",""
"258","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","월세","32.0000","202502","15","19,800","15","5","2003","테헤란로64길 8","202504~202704","신규","-","",""
"259","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","29.9700","202502","15","17,500","15","13","2004","테헤란로64길 14","202503~202703","신규","-","",""
"260","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","29.9700","202502","15","17,100","17","13","2004","테헤란로64길 14","202503~202703","신규","-","",""
"261","서울특별시 강남구 대치동","907-12","0907","0012","아티스톤","전세","28.6000","202502","15","41,000","0","5","2022","역삼로 409","202502~202602","갱신","-","38,000","0"
"262","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202502","14","500","70","5","2004","테헤란로92길 13","202502~202602","신규","-","",""
"263","서울특별시 강남구 대치동","910-2","0910","0002","루가빌딩","월세","66.5800","202502","13","20,000","180","5","2004","역삼로 432","202503~202703","신규","-","",""
"264","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","월세","33.0200","202502","13","1,000","94","6","2004","테헤란로64길 9","202503~202603","신규","-","",""
"265","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202502","12","500","69","10","2004","테헤란로92길 13","202502~202602","신규","-","",""
"266","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","월세","13.9600","202502","11","500","60","4","2004","테헤란로92길 13","202503~202602","신규","-","",""
"267","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","월세","22.3900","202502","11","10,000","75","13","2019","영동대로85길 20","202503~202603","신규","-","",""
"268","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","월세","27.4500","202502","08","1,000","85","8","2004","테헤란로88길 10","202502~202602","신규","-","",""
"269","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","월세","29.9700","202502","07","10,000","70","12","2004","테헤란로64길 14","202502~202702","신규","-","",""
"270","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","월세","24.1500","202502","06","1,000","100","6","2004","테헤란로64길 9","202502~202702","신규","-","",""
"271","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","월세","33.0600","202502","06","15,000","40","5","2004","선릉로90길 56","202502~202702","신규","-","",""
